FxCycle,H3K9ac,Caspase3,H3K14ac,phH3_S10,PAX6,H3K27ac,H3K4me3,Total H3,clusterid
3.8135,5.0206,0.031367,0.66809,0.35932,2.498,3.5711,5.1249,1.9409,NPC/G0_G1/H3
3.9998,5.207,2.9463,0.70366,1.0601,3.6086,4.6041,5.1734,1.4939,NPC/G0_G1/H3
3.5399,4.4782,-0.089317,0.64775,0.19604,3.0432,4.2904,5.0502,2.2881,NPC/G0_G1/H3
3.5542,4.5737,0.013101,0.45529,-0.029073,3.241,3.6367,4.6227,1.0407,NPC/G0_G1/H3
3.4814,4.5735,0.12287,0.51324,-0.048945,2.4827,3.37,4.5845,1.5021,NPC/G0_G1/H3
3.5805,4.4041,0.081342,0.41538,0.18535,3.1923,3.3459,4.8034,1.788,NPC/G0_G1/H3
3.7733,4.4119,0.03533,0.49347,-0.058302,2.9278,3.3189,5.049,2.0842,NPC/G0_G1/H3
3.3246,4.1449,0.71697,0.35744,0.2793,2.3672,3.634,4.6957,1.6039,NPC/G0_G1/H3
3.3998,4.7734,-0.17522,0.79105,0.5594,2.6636,4.0614,4.739,2.0119,NPC/G0_G1/H3
3.524,4.5757,-0.055685,0.51379,0.62168,2.7796,3.8034,4.86,1.7096,NPC/G0_G1/H3
3.5642,4.5146,-0.22063,0.50772,0.35853,2.4231,3.6025,4.7032,1.8735,NPC/G0_G1/H3
3.7135,4.5991,0.0028032,0.36999,0.39962,3.0797,3.3272,4.6886,1.9241,NPC/G0_G1/H3
3.7044,4.5373,-0.044588,0.36111,0.36351,2.9116,4.1911,5.0607,2.6785,NPC/G0_G1/H3
3.2786,4.2681,0.045583,0.43246,0.13126,2.805,3.5442,4.9827,2.3537,NPC/G0_G1/H3
3.6972,4.4652,-0.18891,0.61103,0.14703,1.9154,3.3079,4.8891,1.3833,NPC/G0_G1/H3
3.5386,4.3202,-0.24721,0.51129,0.24559,2.5143,3.8208,4.9242,2.5586,NPC/G0_G1/H3
3.4304,4.6532,0.5509,0.53349,0.31584,1.7237,3.6213,4.9064,2.5417,NPC/G0_G1/H3
3.8388,4.8319,0.035454,0.61143,0.097386,3.0973,4.3619,4.89,2.145,NPC/G0_G1/H3
3.5,4.3091,0.01857,0.31991,0.15404,2.3346,3.3521,4.7388,1.6914,NPC/G0_G1/H3
3.466,4.4176,-0.19677,0.48672,0.34703,2.7055,4.0464,4.947,1.9371,NPC/G0_G1/H3
3.3737,4.2239,-0.18718,0.38226,0.31148,2.6625,3.3495,4.6377,1.412,NPC/G0_G1/H3
3.2126,4.4412,0.063547,0.48488,0.12663,2.2341,3.2501,4.4303,1.0902,NPC/G0_G1/H3
3.6548,4.2467,0.12488,0.39584,0.092603,2.0553,3.4718,4.9133,2.2328,NPC/G0_G1/H3
3.7904,4.3157,-0.29496,0.36758,0.34527,2.442,3.1615,4.7701,1.8586,NPC/G0_G1/H3
3.4899,4.5042,-0.17458,0.33267,0.48262,3.0122,4.4398,5.0189,2.096,NPC/G0_G1/H3
3.694,4.0985,0.11616,0.37859,0.32369,1.7469,2.8766,4.8207,2.0456,NPC/G0_G1/H3
3.7032,4.3547,-0.030144,0.29042,-0.059124,2.9672,3.182,4.5016,1.4342,NPC/G0_G1/H3
3.7758,4.9675,0.060525,0.53602,0.21187,2.9402,3.2473,4.8172,1.3188,NPC/G0_G1/H3
4.0535,5.4914,-0.024504,0.76078,0.13533,3.0322,4.3755,5.1846,2.3842,NPC/G0_G1/H3
3.7183,4.579,-0.2811,0.37745,0.39375,2.7569,3.1339,4.8666,1.5584,NPC/G0_G1/H3
4.094,5.4288,1.6802,0.88874,0.53218,2.3993,4.2785,5.1131,2.5062,NPC/G0_G1/H3
3.9068,5.3084,-0.17605,0.78458,0.76745,2.733,3.9025,5.0867,1.7689,NPC/G0_G1/H3
3.8179,4.2015,-0.23819,0.37075,0.35777,2.6957,2.9946,4.7837,1.6556,NPC/G0_G1/H3
3.6214,4.3816,-0.21505,0.30328,0.18047,2.825,3.7885,4.7925,1.8709,NPC/G0_G1/H3
3.2218,3.9045,-0.059088,0.45232,0.10613,1.6945,2.6053,4.654,1.2861,NPC/G0_G1/H3
3.8962,5.0276,0.034955,0.51665,0.64288,2.8909,3.7715,4.9808,1.9546,NPC/G0_G1/H3
3.8982,4.0104,0.5385,0.29168,0.062976,2.2368,3.4224,4.6132,2.4868,NPC/G0_G1/H3
3.7027,4.3023,-0.091006,0.19408,0.48812,2.7443,3.6622,4.3987,2.2168,NPC/G0_G1/H3
3.7295,4.5105,1.5815,0.29196,0.11524,3.4283,3.5069,4.5707,1.8697,NPC/G0_G1/H3
3.5027,3.9321,-0.033275,0.37899,0.25956,1.9136,3.1871,4.7911,1.9021,NPC/G0_G1/H3
3.7927,4.5524,0.015863,0.24221,0.029048,1.7544,3.7575,4.2401,0.69579,NPC/G0_G1/H3
4.1048,5.4051,-0.84811,0.61575,0.38038,2.9356,5.0393,5.4106,2.9257,NPC/G0_G1/H3
3.5822,4.761,-0.17059,0.47686,-0.1177,2.5478,3.8293,4.9499,2.1691,NPC/G0_G1/H3
3.3367,4.4841,0.030693,0.6569,0.57563,2.5394,3.5556,5.0035,1.7347,NPC/G0_G1/H3
3.9995,5.296,0.042699,0.95184,0.77162,3.1094,4.3057,5.2833,2.227,NPC/G0_G1/H3
3.4862,4.8629,1.4783,0.40696,-0.030765,2.7503,4.4097,5.0822,2.7467,NPC/G0_G1/H3
3.7336,4.8721,-0.2136,0.85514,0.38168,2.1521,3.7089,5.0176,1.4574,NPC/G0_G1/H3
4.0566,4.8097,0.14746,0.96593,0.34924,2.6373,3.8958,5.1006,1.7731,NPC/G0_G1/H3
3.5073,4.055,-0.13994,0.41164,0.37298,2.301,2.9566,4.6051,1.5406,NPC/G0_G1/H3
3.563,4.0442,-0.45572,0.42703,0.24232,2.6742,3.4223,4.7585,1.3669,NPC/G0_G1/H3
3.6043,4.3809,0.0079729,0.36309,0.15886,1.8066,3.0565,4.6384,1.7823,NPC/G0_G1/H3
3.5835,5.0479,-0.26371,0.78901,0.56366,2.3473,4.1472,5.4474,2.5685,NPC/G0_G1/H3
3.4063,4.4267,-0.13241,0.54335,0.47542,2.1421,3.6716,4.8748,2.2756,NPC/G0_G1/H3
3.5164,3.8637,0.032615,0.39559,0.62652,3.0732,3.2795,4.9593,1.8824,NPC/G0_G1/H3
3.8957,5.3781,-0.33136,0.48392,0.24518,2.8814,4.3472,5.1639,2.7079,NPC/G0_G1/H3
4.0274,5.1204,-0.098544,0.44051,-0.066238,2.7307,4.5137,4.8202,1.3457,NPC/G0_G1/H3
3.8543,3.7052,0.02906,0.47836,-0.089605,2.128,2.2969,4.5187,0.69086,NPC/G0_G1/H3
4.0974,4.5443,0.018474,0.5604,0.18551,2.2048,3.414,5.041,1.6896,NPC/G0_G1/H3
3.4252,4.6293,0.026912,0.59893,0.014475,3.1459,3.7369,4.8444,1.9273,NPC/G0_G1/H3
3.8309,4.1244,-0.19072,0.22104,0.43884,2.8503,3.2014,4.5204,1.6003,NPC/G0_G1/H3
3.3905,4.4994,-0.10948,0.40634,0.23665,2.9752,4.0925,4.9935,2.0978,NPC/G0_G1/H3
3.5393,4.4865,0.32583,0.32477,0.58429,3.1185,3.4501,4.6393,2.1215,NPC/G0_G1/H3
3.7062,4.5138,-0.35282,0.386,0.24506,2.6219,3.947,4.8371,1.7042,NPC/G0_G1/H3
3.8406,3.9823,-0.17257,0.3739,0.2594,2.3102,2.835,4.5073,1.3373,NPC/G0_G1/H3
3.7156,4.3378,-0.1736,0.57839,0.25738,2.7336,3.6801,4.8982,2.5943,NPC/G0_G1/H3
3.6698,4.3857,1.4833,0.36133,0.27224,2.7334,3.4724,4.9198,2.655,NPC/G0_G1/H3
4.035,4.8283,0.011318,0.81088,0.59446,2.5825,3.8337,5.2612,2.0512,NPC/G0_G1/H3
3.7724,4.2066,-0.1928,0.35395,0.22897,2.2038,3.1928,4.8009,1.8899,NPC/G0_G1/H3
3.7704,3.8131,2.4697,0.44575,0.12981,1.8071,3.0435,4.8611,1.5251,NPC/G0_G1/H3
3.9679,5.7993,-0.08233,1.013,-0.034828,3.1099,4.1331,5.165,1.7074,NPC/G0_G1/H3
3.9073,5.1093,-0.31634,0.45367,0.3964,2.8779,4.0783,4.934,1.7362,NPC/G0_G1/H3
3.5445,4.3437,-0.052321,0.44935,0.27788,1.7792,2.7701,4.5221,1.4467,NPC/G0_G1/H3
3.5861,4.3132,-0.50046,0.4035,0.29964,2.095,3.7016,4.9665,2.9711,NPC/G0_G1/H3
3.717,4.311,-0.046809,0.31885,-0.040183,2.2719,2.741,4.5946,1.6969,NPC/G0_G1/H3
3.9238,4.7339,0.11816,0.2499,0.48614,2.8692,3.8164,4.7279,2.1036,NPC/G0_G1/H3
3.9143,5.4891,-0.62855,0.84732,0.43483,2.0448,4.7212,5.4638,2.7036,NPC/G0_G1/H3
3.5791,3.9355,0.16089,0.4029,0.14093,1.7606,2.6215,4.6106,1.4432,NPC/G0_G1/H3
3.7147,4.126,-0.029935,0.63542,0.090278,2.6152,3.1369,4.6982,1.0746,NPC/G0_G1/H3
3.7127,4.3753,-0.14969,0.43102,0.33991,3.218,4.0381,5.0937,2.1811,NPC/G0_G1/H3
3.8065,4.0784,0.049677,0.34836,0.001731,2.6933,2.6471,4.5982,1.2379,NPC/G0_G1/H3
3.7723,4.5564,-0.27831,0.41199,0.43207,2.6981,3.8226,4.8286,1.4965,NPC/G0_G1/H3
3.7674,4.2032,-0.1069,0.32593,0.21578,2.2861,2.6525,4.6159,1.7074,NPC/G0_G1/H3
3.4783,4.936,-0.2249,0.75315,0.44877,2.9158,3.7359,4.9013,2.1694,NPC/G0_G1/H3
3.5684,4.8625,0.10253,0.28554,0.024856,1.6974,3.6911,4.6195,2.5631,NPC/G0_G1/H3
3.3758,4.7452,0.19461,0.60861,0.23032,2.7834,4.5699,5.2684,3.0142,NPC/G0_G1/H3
3.3424,4.3654,-0.13947,0.394,0.11092,2.3756,4.0057,4.7498,2.1697,NPC/G0_G1/H3
3.7479,4.1955,0.0045985,0.57403,0.26902,1.8955,3.0687,4.6451,1.3341,NPC/G0_G1/H3
3.557,4.6177,-0.10541,0.37816,0.24489,2.2518,3.7161,4.8136,2.535,NPC/G0_G1/H3
4.1041,5.501,-0.12187,0.7834,0.3822,1.6836,4.2525,5.2393,1.9877,NPC/G0_G1/H3
3.9906,5.0043,0.093718,0.52934,0.10403,1.8047,4.5632,5.0413,2.7191,NPC/G0_G1/H3
3.7333,4.6708,0.33469,0.80089,0.20895,2.9863,4.135,4.8381,1.3088,NPC/G0_G1/H3
3.81,4.2896,-0.19662,0.53805,0.36753,2.5088,3.3149,4.9264,1.8545,NPC/G0_G1/H3
3.692,4.2185,0.18559,0.34167,0.079271,1.9136,3.1377,4.6229,1.9568,NPC/G0_G1/H3
3.3556,4.1981,0.097775,0.3598,0.17602,2.1838,3.317,4.5435,1.9119,NPC/G0_G1/H3
3.2318,4.041,-0.01986,0.24204,0.10039,2.2115,3.0156,4.5434,1.3484,NPC/G0_G1/H3
3.5617,4.3227,-0.036884,0.43176,0.32932,2.2754,3.2459,4.7866,1.7679,NPC/G0_G1/H3
3.4724,4.4136,0.12147,0.56689,0.16283,2.3117,3.2076,4.6857,1.9587,NPC/G0_G1/H3
4.0908,5.3999,-0.47538,0.78913,0.45362,2.3532,4.3555,5.555,3.0774,NPC/G0_G1/H3
3.4996,4.7241,-0.20982,0.32384,0.32695,3.0125,4.4466,4.7597,1.4406,NPC/G0_G1/H3
3.8031,4.1328,0.1346,0.28255,0.19092,2.5964,2.6158,4.749,1.9192,NPC/G0_G1/H3
3.4664,4.3366,-0.21094,0.50075,0.40737,2.4118,3.4033,4.6309,1.7262,NPC/G0_G1/H3
3.6883,4.7754,0.45753,0.49782,0.46942,2.8562,3.7349,4.917,2.1995,NPC/G0_G1/H3
3.5918,4.1236,-0.031993,0.54163,0.22964,2.5554,3.638,4.9906,1.965,NPC/G0_G1/H3
3.9407,4.59,0.96588,0.72374,0.54134,2.9439,4.3116,4.827,2.0375,NPC/G0_G1/H3
3.3043,4.4843,0.26277,0.29691,0.2994,2.6142,3.3489,4.5455,2.1483,NPC/G0_G1/H3
3.6014,4.6792,-0.057793,0.5479,-0.00569,3.0383,4.4416,4.8348,1.9742,NPC/G0_G1/H3
3.3925,4.4046,0.11132,0.47605,0.17083,3.2433,3.2543,4.6125,1.233,NPC/G0_G1/H3
3.4767,4.1599,-0.044369,0.50383,0.32013,2.0325,3.542,5.026,2.3372,NPC/G0_G1/H3
3.417,4.3137,-0.17187,0.2414,0.42488,2.8824,3.2809,4.815,1.4134,NPC/G0_G1/H3
3.6317,4.3034,1.6132,0.39255,0.31612,1.897,3.3426,4.8169,1.2954,NPC/G0_G1/H3
3.7465,4.3799,-0.25813,0.17127,0.29443,2.7935,3.2663,4.4646,1.4294,NPC/G0_G1/H3
3.5087,4.1566,0.17471,0.32388,0.061938,2.7645,3.205,4.8058,1.4236,NPC/G0_G1/H3
3.3643,4.2729,0.073343,0.43317,0.021443,2.868,3.5942,4.5729,1.0946,NPC/G0_G1/H3
3.8933,3.9989,-0.23433,0.44652,0.51299,2.7269,3.0919,4.92,1.9401,NPC/G0_G1/H3
3.6314,4.3006,-0.0213,0.59843,0.33555,2.8894,3.6687,4.9417,1.7638,NPC/G0_G1/H3
3.4134,4.501,-0.15866,0.53201,0.075127,2.7074,3.6787,4.5993,1.4811,NPC/G0_G1/H3
3.7646,4.4793,-0.13271,0.33496,0.035038,3.1523,3.4183,4.6629,1.321,NPC/G0_G1/H3
3.6427,4.2417,-0.3492,0.41815,0.15681,2.4714,3.8339,4.897,2.4015,NPC/G0_G1/H3
3.4592,4.5559,0.11962,0.48232,0.31565,2.7472,3.9012,4.8141,2.3258,NPC/G0_G1/H3
3.9126,4.2524,-0.090112,0.38731,0.00079281,2.1286,2.6444,4.6476,1.324,NPC/G0_G1/H3
3.5795,4.9041,-0.50537,0.53472,0.37847,2.6799,4.2986,5.003,2.5081,NPC/G0_G1/H3
3.3488,4.0096,-0.12913,0.44254,-0.11069,3.1906,3.7023,4.8488,2.1319,NPC/G0_G1/H3
3.4386,4.1142,0.53171,0.38892,0.18515,2.6448,2.4395,4.2943,0.96834,NPC/G0_G1/H3
3.6395,4.6906,-0.13685,0.37176,0.32225,3.1124,4.3161,4.7668,1.8216,NPC/G0_G1/H3
3.4723,4.2586,-0.066416,0.44928,0.36403,2.0831,4.0705,4.9432,2.6035,NPC/G0_G1/H3
3.7821,4.3006,-0.17949,0.16954,0.22597,2.2297,3.0253,4.3639,1.3728,NPC/G0_G1/H3
3.6258,4.8488,0.04619,0.81384,0.75836,2.3212,4.1867,4.7472,2.0756,NPC/G0_G1/H3
3.4055,4.0225,0.20551,0.28089,0.13263,2.4786,2.7502,4.5686,1.2505,NPC/G0_G1/H3
3.5512,4.2913,1.0922,0.55435,0.3569,3.0189,3.7514,4.8045,2.6808,NPC/G0_G1/H3
3.4875,4.6423,0.63462,0.39992,0.033499,2.5768,3.9414,4.6857,1.9363,NPC/G0_G1/H3
3.8227,4.3988,0.17504,0.45759,0.20538,2.9664,3.3391,4.8343,1.5112,NPC/G0_G1/H3
3.7953,4.4594,-0.0050234,0.32756,0.17722,2.6492,2.9851,4.6658,1.3923,NPC/G0_G1/H3
3.7479,5.0905,0.057957,0.672,0.26511,2.7563,4.9596,5.282,2.9668,NPC/G0_G1/H3
3.404,3.866,-0.13944,0.16187,0.27566,2.4293,2.4904,4.465,0.84095,NPC/G0_G1/H3
3.9944,5.1169,-0.12305,0.51793,0.15726,3.0439,3.559,5.0097,1.7082,NPC/G0_G1/H3
3.4124,4.391,0.12027,0.34634,0.20328,2.7089,3.0085,4.4944,1.213,NPC/G0_G1/H3
3.8737,4.102,0.029072,0.52289,-0.19329,2.675,2.7617,4.6288,0.72764,NPC/G0_G1/H3
3.6777,4.3063,0.073652,0.4208,0.013774,2.9089,3.5197,4.7872,2.1527,NPC/G0_G1/H3
3.8444,4.4643,-0.20752,0.2561,-0.023929,2.5374,3.2467,4.5135,0.71443,NPC/G0_G1/H3
4.0527,4.6057,0.11901,0.3911,-0.023312,2.4976,4.0321,4.7633,1.3455,NPC/G0_G1/H3
3.9251,4.1727,0.51599,0.35328,0.20356,2.1732,2.7702,4.5476,1.2361,NPC/G0_G1/H3
3.9106,5.0981,-0.2914,0.33249,0.23441,2.2871,4.8129,5.2496,2.806,NPC/G0_G1/H3
3.8174,3.9405,0.084053,0.43663,0.31118,3.9436,3.5377,5.038,1.2631,NPC/G0_G1/H3
3.8604,4.2304,-0.022275,0.48697,0.21481,2.6034,3.0167,4.6744,1.6698,NPC/G0_G1/H3
3.5405,4.1764,-0.23324,0.47689,0.39093,2.5348,3.2891,4.9151,0.91962,NPC/G0_G1/H3
3.6797,4.2341,-0.31125,0.20856,0.34276,2.6197,3.0068,4.7505,1.6834,NPC/G0_G1/H3
3.782,4.6821,0.033985,0.45313,-0.053947,2.6165,3.935,4.7808,1.4498,NPC/G0_G1/H3
4.0201,5.2896,0.050609,0.91323,0.53585,2.2181,3.8142,5.0225,1.9911,NPC/G0_G1/H3
3.756,4.3138,0.25326,0.4202,0.16097,2.0637,3.1869,4.5458,0.77314,NPC/G0_G1/H3
3.7215,4.7614,-0.31635,0.5986,0.3641,2.8424,3.1546,4.9046,0.97671,NPC/G0_G1/H3
3.6239,4.7042,0.04696,0.53725,0.012465,1.9264,4.2766,4.8998,2.2911,NPC/G0_G1/H3
3.3738,4.4658,0.09696,0.33283,0.11752,2.9458,3.0288,4.7853,1.8494,NPC/G0_G1/H3
3.4866,4.2954,-0.13125,0.53252,0.37451,2.3759,3.0078,4.6341,1.0973,NPC/G0_G1/H3
3.9196,4.5716,0.037446,0.41337,0.12802,2.4085,3.5642,4.7352,1.3643,NPC/G0_G1/H3
3.4213,4.664,0.4551,0.43852,0.31209,3.2506,4.2716,4.9195,1.9412,NPC/G0_G1/H3
3.9111,4.8639,-0.33176,0.47253,0.73157,4.0736,4.6089,5.1574,2.2184,NPC/G0_G1/H3
3.4331,4.3599,0.18106,0.33838,0.26142,2.4163,2.7827,4.4958,1.291,NPC/G0_G1/H3
3.3886,4.6051,0.3611,0.3968,0.21137,2.2416,3.5784,4.4339,1.6416,NPC/G0_G1/H3
3.5299,4.019,0.62777,0.58115,0.35513,1.8134,3.4707,4.9928,1.1623,NPC/G0_G1/H3
3.7626,4.3389,0.016161,0.32323,-0.057716,2.6482,3.5853,4.3439,1.1227,NPC/G0_G1/H3
3.5947,4.2466,-0.2773,0.42485,0.42755,2.8016,3.1279,4.7766,1.6016,NPC/G0_G1/H3
3.702,4.2314,-0.29587,0.39514,0.15102,1.7958,2.695,4.5445,1.6454,NPC/G0_G1/H3
3.8314,5.3375,0.23886,0.76969,-0.11197,3.3047,4.744,5.4659,3.0526,NPC/G0_G1/H3
3.4881,4.8839,-0.67333,0.49425,0.26115,2.7147,4.5517,5.126,2.8647,NPC/G0_G1/H3
3.6236,4.117,-0.11919,0.28622,-0.028854,1.9094,2.5727,4.47,0.93887,NPC/G0_G1/H3
3.3917,4.2813,-0.52702,0.46671,0.32757,3.185,4.3386,5.0388,1.8674,NPC/G0_G1/H3
3.6216,4.5018,-0.30281,0.41104,0.02982,2.9801,4.514,5.1718,3.0652,NPC/G0_G1/H3
3.7058,4.1745,-0.1517,0.39569,0.18634,2.204,2.7518,4.6289,1.3504,NPC/G0_G1/H3
3.7935,4.4025,0.3112,0.37402,0.23271,1.9575,3.9579,4.7723,1.6491,NPC/G0_G1/H3
4.0953,5.0635,-0.1036,0.6937,0.8189,3.1946,3.7407,5.0939,2.1456,NPC/G0_G1/H3
3.8481,5.4839,0.26612,1.0092,-0.43196,3.6016,5.207,5.1352,2.4193,NPC/G0_G1/H3
3.7217,3.8063,0.053377,0.31719,0.24469,2.8884,2.8272,4.7467,1.1436,NPC/G0_G1/H3
3.5748,4.4184,-0.04632,0.31884,0.12786,2.7718,3.462,4.8347,1.7177,NPC/G0_G1/H3
3.8158,4.1726,-0.017933,0.31503,-0.006982,2.2545,2.4463,4.5051,1.4001,NPC/G0_G1/H3
3.3979,4.3284,0.15227,0.54145,0.16514,3.1466,3.5323,4.8342,1.9153,NPC/G0_G1/H3
3.7782,4.2726,0.029342,0.37246,-0.0070515,2.6706,3.0906,4.664,1.1892,NPC/G0_G1/H3
3.4544,4.3644,-0.19777,0.47764,0.2735,2.1056,3.5533,4.8158,1.4014,NPC/G0_G1/H3
3.6945,4.1653,-0.40373,0.33134,0.42172,2.5001,3.3359,4.841,2.2023,NPC/G0_G1/H3
3.8946,5.0488,0.82442,0.58369,-0.068292,2.7605,3.6105,4.802,1.488,NPC/G0_G1/H3
3.6126,4.5612,-0.37688,0.48301,0.0053102,2.8267,4.0934,4.903,1.7888,NPC/G0_G1/H3
3.4045,4.0195,0.089478,0.51797,0.48854,2.6708,3.1674,4.9191,1.8124,NPC/G0_G1/H3
3.5001,4.6756,0.029108,0.45053,0.12974,2.9696,3.3492,4.7215,1.5317,NPC/G0_G1/H3
3.9578,4.6157,0.19871,0.5228,0.29101,2.6347,3.8023,4.9054,2.6201,NPC/G0_G1/H3
3.783,5.0957,0.04664,0.31407,-0.057936,3.0175,3.9559,4.5717,1.2617,NPC/G0_G1/H3
3.433,4.5775,-0.00098513,0.52327,0.23595,2.9643,3.584,4.8512,1.8862,NPC/G0_G1/H3
3.4648,4.0201,-0.38661,0.31333,0.49693,2.4065,3.0694,4.676,1.2595,NPC/G0_G1/H3
3.9146,4.4061,0.044556,0.34674,-0.044031,1.7217,2.7832,4.5083,1.4677,NPC/G0_G1/H3
3.739,4.5558,0.12042,0.52311,-0.033265,2.2084,3.674,5.0882,1.943,NPC/G0_G1/H3
3.4199,4.4195,0.56618,0.37447,0.20331,2.5751,3.9081,4.8558,2.5784,NPC/G0_G1/H3
3.7833,5.2363,0.14743,0.65488,0.19751,2.4786,4.5605,5.1047,2.0743,NPC/G0_G1/H3
3.5583,4.1724,-0.3632,0.46296,0.30588,2.4756,3.1814,4.434,0.81292,NPC/G0_G1/H3
3.6933,4.2046,-0.4029,0.51474,0.19613,1.8305,3.6757,4.7483,1.4536,NPC/G0_G1/H3
3.8097,4.2144,0.101,0.27144,0.10046,2.4391,2.8992,4.4409,1.0407,NPC/G0_G1/H3
3.6747,4.3526,0.18278,0.58214,0.40915,2.5882,3.5654,4.9236,2.0677,NPC/G0_G1/H3
3.4227,4.5062,0.2378,0.23703,0.068509,2.3071,3.411,4.8941,2.5906,NPC/G0_G1/H3
3.556,4.5177,0.12637,0.61616,-0.046136,2.5588,3.663,4.6479,1.7801,NPC/G0_G1/H3
3.7275,4.3951,-0.020575,0.28368,-0.13653,3.1492,3.4531,4.3182,1.4624,NPC/G0_G1/H3
3.4416,4.2644,0.20332,0.36124,0.21185,2.5148,3.5341,4.4435,1.4021,NPC/G0_G1/H3
3.5979,4.497,-0.48288,0.37382,0.29352,2.6328,4.4104,4.8462,1.8826,NPC/G0_G1/H3
3.8526,4.2066,0.42557,0.53469,-0.032643,1.8689,3.4631,4.8675,1.5901,NPC/G0_G1/H3
4.0397,5.0291,-0.3446,0.92758,0.59913,2.1926,4.4854,5.4245,2.862,NPC/G0_G1/H3
3.2432,4.3134,0.17541,0.30602,0.50704,3.0713,3.7814,4.8049,1.6626,NPC/G0_G1/H3
3.8119,4.4062,-0.10979,0.23225,0.18504,2.3632,3.0922,4.7286,2.0489,NPC/G0_G1/H3
3.6885,4.4417,1.5915,0.41174,-0.011407,2.4551,3.8892,4.6561,2.6702,NPC/G0_G1/H3
3.4057,4.3615,0.043336,0.35105,0.15823,1.7497,3.0589,4.7807,2.181,NPC/G0_G1/H3
3.5181,4.6036,-0.30012,0.45719,0.26225,2.5257,4.2642,4.8164,1.5693,NPC/G0_G1/H3
3.6456,4.624,-0.01994,0.34546,-0.085079,2.9233,4.2468,4.789,2.7015,NPC/G0_G1/H3
3.6969,4.1794,-0.31416,0.3371,0.45783,2.4291,2.852,4.7801,1.5663,NPC/G0_G1/H3
3.4113,4.366,0.52938,0.39613,-0.18505,3.3285,4.2169,4.7319,1.5691,NPC/G0_G1/H3
3.6989,4.4099,-0.32135,0.47331,0.16039,2.6876,3.2271,4.9146,1.8465,NPC/G0_G1/H3
3.7283,4.2704,0.15493,0.56687,0.3098,1.8423,3.0864,4.6466,1.7637,NPC/G0_G1/H3
4.0004,4.6848,-0.079769,1.0164,0.51359,1.8865,3.7752,5.1671,2.0777,NPC/G0_G1/H3
3.5661,4.535,-0.42352,0.24752,0.29822,2.1504,3.2311,4.4886,1.2498,NPC/G0_G1/H3
3.769,5.0812,0.0092493,0.80676,0.26572,2.5912,3.9419,5.0048,1.65,NPC/G0_G1/H3
3.3624,4.454,0.02026,0.39077,-0.070525,2.5446,2.716,4.4705,1.1378,NPC/G0_G1/H3
4.0857,5.3086,0.80638,0.66914,0.14372,2.8852,4.345,5.1827,2.116,NPC/G0_G1/H3
3.5072,4.5259,-0.11062,0.70209,0.36249,2.3857,4.0243,4.9558,2.0062,NPC/G0_G1/H3
3.6668,4.4029,-0.15784,0.21242,0.41381,2.7149,3.2828,4.5773,1.2174,NPC/G0_G1/H3
3.6149,4.3905,0.42199,0.54287,0.14897,2.1239,3.0876,4.665,1.7179,NPC/G0_G1/H3
3.514,4.4928,0.000040894,0.26807,0.32482,2.6103,3.3106,4.6004,1.4643,NPC/G0_G1/H3
3.3673,4.4962,-0.045092,0.38592,0.20237,2.4113,3.741,4.7408,1.7658,NPC/G0_G1/H3
3.7999,4.3563,-0.12173,0.43429,0.033653,2.9586,3.2225,4.6656,1.4208,NPC/G0_G1/H3
4.0282,5.2502,0.34891,0.92559,0.61831,1.8177,4.3558,5.4559,2.6614,NPC/G0_G1/H3
3.553,4.0585,0.47174,0.47775,0.21749,2.7617,2.7188,4.5044,0.6903,NPC/G0_G1/H3
3.5495,4.4832,-0.23786,0.22773,0.082503,2.535,3.0516,4.4858,1.1865,NPC/G0_G1/H3
3.3516,4.4733,-0.34828,0.2899,0.21165,2.5573,3.4466,4.5154,1.2662,NPC/G0_G1/H3
4.0183,5.0188,-0.19039,0.83437,0.20194,2.5139,4.5672,5.2459,2.4928,NPC/G0_G1/H3
3.7457,4.2691,0.43648,0.25804,-0.0040415,3.079,3.5557,4.9432,1.9028,NPC/G0_G1/H3
3.7375,4.3136,-0.33563,0.28389,0.59036,3.3784,4.0935,4.9954,1.674,NPC/G0_G1/H3
3.4938,4.2836,0.27793,0.41155,0.21756,2.052,3.1043,4.7964,1.5547,NPC/G0_G1/H3
4.0985,4.5595,0.11314,0.58594,0.066222,2.2616,4.0181,5.1219,0.72242,NPC/G0_G1/H3
3.8258,5.4148,-0.65077,0.7597,1.2676,4.1458,4.6419,5.3317,2.5731,NPC/G0_G1/H3
3.4867,4.1163,0.20558,0.3355,0.11286,2.425,3.3964,4.7465,1.7767,NPC/G0_G1/H3
3.4764,3.9614,-0.20411,0.36655,0.41004,2.8952,3.1137,4.7857,1.8829,NPC/G0_G1/H3
3.9056,5.2763,-0.25929,0.72631,0.39818,1.9334,3.9412,5.2251,2.3883,NPC/G0_G1/H3
3.8933,3.9831,-0.036031,0.32078,0.027978,2.6352,2.6533,4.7498,1.1181,NPC/G0_G1/H3
3.8317,4.8727,-0.062219,0.4628,0.081979,2.7675,3.945,4.7724,0.96128,NPC/G0_G1/H3
3.4944,4.4797,0.21554,0.35108,0.23722,2.5882,3.4115,4.9999,1.7838,NPC/G0_G1/H3
3.5203,4.2852,2.2688,0.48705,0.06986,2.7493,3.65,4.6295,1.6258,NPC/G0_G1/H3
3.3957,4.7419,-0.20644,0.51977,0.10644,2.2683,2.9875,4.6022,1.0015,NPC/G0_G1/H3
