FxCycle,H3K9ac,Caspase3,H3K14ac,phH3_S10,PAX6,H3K27ac,H3K4me3,Total H3,clusterid
3.4305,4.0191,0.089721,0.3582,0.094262,2.6764,2.6228,4.6217,0.99382,NPC/G0_G1
3.2454,3.8816,0.19314,0.42172,0.053547,2.3344,2.616,4.6801,0.94038,NPC/G0_G1
3.2791,3.7852,0.61582,0.41614,0.29814,2.4199,2.6868,4.6368,1.1921,NPC/G0_G1
3.4675,4.3958,0.15432,0.6219,0.18553,3.1448,3.3944,4.8356,0.97111,NPC/G0_G1
3.5518,5.4343,-0.18946,0.72122,0.32542,2.7312,4.3285,4.9773,1.0501,NPC/G0_G1
3.7425,4.417,-0.14104,0.67093,0.54737,2.3685,3.1967,5.0792,1.1776,NPC/G0_G1
3.5486,4.2029,0.023158,0.67529,0.44886,2.8353,3.4603,4.7062,1.8115,NPC/G0_G1
3.4164,4.372,0.20691,0.76241,0.093485,1.9604,3.8234,5.0678,1.6644,NPC/G0_G1
3.3916,4.0991,-0.13696,0.60793,0.48503,2.6143,3.1583,5.1081,1.892,NPC/G0_G1
3.3594,4.4384,0.022088,0.57942,0.21753,2.9861,3.0656,4.7646,0.84573,NPC/G0_G1
3.8843,4.6193,-0.24582,1.0533,0.56561,1.9264,4.5692,5.7757,2.8873,NPC/G0_G1
3.8055,4.4954,-0.061735,0.63079,0.52756,2.6538,3.264,5.0606,1.6814,NPC/G0_G1
3.6869,4.5497,0.034518,0.58175,0.11185,3.1771,3.5192,4.8696,1.5095,NPC/G0_G1
3.2336,4.5352,0.11406,0.37711,0.40498,1.7697,3.3135,4.7016,1.6736,NPC/G0_G1
3.7547,4.4184,-0.024883,0.54742,0.13464,2.4682,2.8967,4.609,1.1881,NPC/G0_G1
3.503,4.502,-0.055935,0.40675,0.22145,2.0832,3.8406,4.7503,2.9311,NPC/G0_G1
3.4184,4.1648,0.040116,0.7261,0.1068,2.1962,2.9711,4.9014,1.1412,NPC/G0_G1
3.7032,4.4689,-0.186,0.64002,0.29328,2.365,3.549,4.879,1.8657,NPC/G0_G1
3.3386,4.5182,0.38052,0.46518,0.13172,2.398,3.4613,4.5538,0.53088,NPC/G0_G1
3.3181,4.5024,0.58961,0.61426,0.061284,1.7688,3.1497,4.8323,1.1097,NPC/G0_G1
3.5479,4.4548,0.13054,0.53261,0.30897,2.1888,3.1489,4.8367,0.58158,NPC/G0_G1
3.5804,4.3813,-0.46326,0.49667,0.39728,2.9781,4.1237,5.1346,2.0042,NPC/G0_G1
3.5139,4.2223,-0.45232,0.59413,0.47439,1.7399,3.9934,5.4913,2.5054,NPC/G0_G1
3.6044,4.3555,0.23068,0.43132,-0.0068976,1.7908,3.798,4.689,1.5327,NPC/G0_G1
3.4555,5.5231,-0.626,0.65287,0.59344,2.8983,5.5881,5.4758,2.308,NPC/G0_G1
3.6572,4.3808,-0.089185,0.29852,0.37863,3.1103,2.8416,4.7869,1.0273,NPC/G0_G1
3.6499,4.2758,0.058449,0.5883,0.44065,2.4608,3.2047,4.917,1.7194,NPC/G0_G1
3.585,4.2228,0.073419,0.57102,-0.065943,2.5073,3.0801,4.5936,1.0181,NPC/G0_G1
3.6253,4.9459,-0.16982,0.75516,0.58233,2.7822,4.0372,5.2961,2.0625,NPC/G0_G1
3.3766,4.1976,-0.012507,0.79656,0.29612,2.1364,3.8988,4.9497,1.6275,NPC/G0_G1
3.374,4.3828,-0.30745,0.59217,0.37317,2.794,3.7582,4.866,2.102,NPC/G0_G1
3.7313,4.353,-0.35608,0.65532,0.51939,2.7088,3.7443,5.2248,1.4825,NPC/G0_G1
3.5907,4.5576,-0.2751,0.76327,0.4124,2.9505,3.8601,4.8073,1.7275,NPC/G0_G1
3.4527,4.2758,0.0069363,0.64883,0.49835,2.6154,3.9877,5.0289,2.2697,NPC/G0_G1
3.8286,5.0875,-0.18353,0.71764,0.27562,1.9869,3.9086,5.0708,1.7666,NPC/G0_G1
3.016,4.5886,-0.029234,0.43327,0.033965,2.7168,4.1458,4.9236,2.5089,NPC/G0_G1
3.7668,4.6876,-0.058543,0.65485,0.045888,1.9013,3.4641,4.698,1.32,NPC/G0_G1
3.6563,4.4379,-0.34955,0.42784,0.50183,3.3356,3.8122,5.0176,1.7061,NPC/G0_G1
3.2388,4.0714,-0.37754,0.38027,0.78268,3.397,4.1008,5.1921,2.1783,NPC/G0_G1
3.8411,4.9947,0.066136,0.71774,-0.043313,2.6665,3.7492,4.9086,0.60153,NPC/G0_G1
3.5284,4.5375,0.28231,0.57077,0.3281,3.2963,3.6074,4.9605,1.796,NPC/G0_G1
3.7125,3.9472,-0.23033,0.41617,0.086428,1.7691,2.8096,4.7315,1.0269,NPC/G0_G1
3.5524,4.2883,0.1051,0.44032,-0.069798,2.8134,4.0025,5.0319,2.2106,NPC/G0_G1
3.5595,4.4219,-0.22126,0.69863,0.015445,1.7416,3.8047,5.0236,2.0758,NPC/G0_G1
3.3516,4.4921,-0.04455,0.57669,0.18485,1.7995,3.6713,4.9409,0.77803,NPC/G0_G1
3.6869,4.7573,-0.22303,0.57555,0.6149,2.4244,3.2547,4.9587,1.5442,NPC/G0_G1
3.7711,4.1692,-0.054776,0.66475,0.24707,1.8992,3.7368,5.212,2.0403,NPC/G0_G1
3.7081,5.0494,-0.13659,0.73077,0.12596,2.6985,3.4971,5.1169,1.6981,NPC/G0_G1
3.7366,4.022,-0.49704,0.43855,0.54646,2.9267,3.4822,4.9632,1.3765,NPC/G0_G1
3.6268,4.8479,-0.30378,0.45137,0.33239,2.3249,2.8871,4.7284,1.2883,NPC/G0_G1
3.5348,4.6221,0.045471,0.61191,-0.014556,2.4443,3.3973,4.6179,1.1542,NPC/G0_G1
3.4654,4.7093,0.033758,0.46779,0.26873,2.8975,4.1725,5.0551,2.1233,NPC/G0_G1
3.6953,3.9773,0.023714,0.48873,0.29009,2.1224,2.6976,4.8947,1.4449,NPC/G0_G1
3.7627,4.3831,0.065101,0.41628,-0.025202,1.9557,2.5901,4.7298,1.0505,NPC/G0_G1
3.5208,4.5204,-0.047299,0.54398,0.34143,1.9338,3.7503,5.0485,2.5758,NPC/G0_G1
3.5981,4.2583,0.21139,0.34894,0.1261,1.9917,2.7704,4.7646,1.5782,NPC/G0_G1
3.4458,3.7474,0.13183,0.3704,0.18244,2.2027,2.5182,4.5283,1.4431,NPC/G0_G1
3.7654,4.4913,-0.079377,0.5078,0.10159,1.7198,3.346,4.8985,1.698,NPC/G0_G1
3.3512,4.2953,-0.42208,0.67004,0.54112,2.9373,3.6333,5.1261,2.2773,NPC/G0_G1
3.7114,4.394,-0.21307,0.31601,-0.058327,2.4818,2.6515,4.731,1.3041,NPC/G0_G1
3.6968,4.4979,0.18498,0.41619,0.46305,2.3519,3.7205,4.9174,1.0097,NPC/G0_G1
3.5329,4.4446,0.31627,0.55285,0.25263,2.5002,3.119,4.7287,0.29875,NPC/G0_G1
3.6435,4.4237,0.748,0.51542,0.24541,1.7463,4.0631,5.2242,1.6021,NPC/G0_G1
3.5973,4.4061,-0.23519,0.51134,0.17656,3.4617,3.4666,5.0255,1.6367,NPC/G0_G1
3.2752,4.2932,-0.097056,0.42349,0.16072,1.9337,2.6564,4.678,1.2804,NPC/G0_G1
3.8598,5.2435,2.5611,0.95963,0.57751,2.9316,4.312,5.3447,2.3521,NPC/G0_G1
3.8201,5.4482,-0.43251,0.56045,0.88119,3.7061,4.1926,5.1323,1.7821,NPC/G0_G1
3.2348,4.2612,0.25067,0.53366,0.044604,2.5402,2.9666,4.663,0.96926,NPC/G0_G1
3.4225,4.3511,-0.26853,0.49148,0.32627,1.939,3.0013,4.7972,1.6371,NPC/G0_G1
3.6956,4.1966,0.29893,0.55945,0.10594,2.5295,3.0838,5.0378,1.7058,NPC/G0_G1
3.6889,4.5105,0.33009,0.88204,0.023781,2.1468,4.5325,5.4129,0.90122,NPC/G0_G1
3.8883,4.8116,-0.22968,0.31368,0.27041,3.0143,3.9505,4.8328,1.2211,NPC/G0_G1
3.615,4.958,0.053452,0.72441,0.30154,2.7988,3.7196,5.1354,1.7707,NPC/G0_G1
3.5482,4.3712,0.6351,0.44847,0.012269,2.1631,3.2789,4.8423,1.5172,NPC/G0_G1
3.3031,4.4649,1.3,0.5359,0.34554,2.9458,3.6811,4.7661,1.5585,NPC/G0_G1
3.5733,4.2854,-0.047172,0.3108,0.47689,3.2422,3.5541,4.648,0.80053,NPC/G0_G1
3.4186,4.4773,0.073025,0.75924,0.3597,1.7396,4.67,5.4215,2.4344,NPC/G0_G1
3.323,4.4398,0.08917,0.51896,0.58196,2.374,3.0646,4.8407,2.2973,NPC/G0_G1
3.4557,4.2382,-0.026972,0.52728,0.16994,1.8866,2.6959,4.8388,0.67329,NPC/G0_G1
3.6644,5.0138,0.29425,0.51866,0.12273,2.5483,3.7907,4.5928,1.2691,NPC/G0_G1
3.4839,4.6588,-0.043353,0.77801,0.20019,1.8716,3.6249,4.9103,1.8603,NPC/G0_G1
3.2237,4.1599,-0.28669,0.48931,0.47169,1.6791,3.6252,5.1128,2.2624,NPC/G0_G1
3.5735,4.4966,0.022425,0.32249,0.16821,2.2063,3.5904,4.8328,2.5749,NPC/G0_G1
3.3521,4.2079,0.21157,0.43544,0.2045,2.6554,3.2163,4.8813,2.0762,NPC/G0_G1
3.8441,4.2918,-0.043611,0.55845,0.31669,2.4977,3.2393,5.0575,1.5896,NPC/G0_G1
3.6834,4.6133,-0.035872,0.36294,-0.23467,2.9364,3.7026,4.597,-0.13891,NPC/G0_G1
3.5754,4.2868,-0.16364,0.47159,0.39514,1.9933,2.4824,4.6994,1.2487,NPC/G0_G1
3.1082,4.2521,-0.33667,0.57435,0.50914,2.1721,3.1434,4.937,1.3973,NPC/G0_G1
3.571,4.5834,0.081731,0.72086,0.39855,2.2196,2.9494,4.8132,1.0643,NPC/G0_G1
3.7683,4.071,0.011559,0.57842,0.14921,2.0837,2.9901,4.8694,1.2072,NPC/G0_G1
3.799,5.1363,1.0808,1.2605,1.065,2.7041,4.305,5.4931,2.3423,NPC/G0_G1
3.522,4.8873,-0.22611,0.54003,0.25415,1.7739,3.7356,5.0608,2.4831,NPC/G0_G1
3.4108,4.7734,0.41046,0.5875,0.12506,2.4518,3.6143,4.7905,1.9374,NPC/G0_G1
3.6401,4.0474,0.067045,0.37679,0.3559,2.4928,2.5711,4.6554,0.97475,NPC/G0_G1
3.2094,4.3068,0.025144,0.42242,0.19831,2.3973,3.509,4.7023,1.3943,NPC/G0_G1
3.5041,4.7258,0.097806,0.74383,0.073626,2.9474,4.0764,4.8869,1.1855,NPC/G0_G1
3.8515,4.9603,-0.31961,0.95156,1.0033,3.0386,4.1158,5.4648,2.2466,NPC/G0_G1
3.5695,5.1296,-0.19777,0.88524,0.3086,2.4811,3.6922,5.0427,1.6522,NPC/G0_G1
3.6104,4.2619,-0.076582,0.35334,0.31057,1.9598,2.599,4.6954,1.4272,NPC/G0_G1
3.8026,5.3987,-0.31527,0.8631,0.21411,3.3954,4.6884,5.3731,1.914,NPC/G0_G1
3.8025,5.167,-0.62137,0.8765,0.66687,3.3686,4.1898,5.3269,2.0988,NPC/G0_G1
3.8317,5.2431,0.47921,0.50151,0.02833,2.0258,3.8721,4.5321,1.5249,NPC/G0_G1
3.7442,4.2081,-0.1783,0.59429,0.15419,2.3413,3.566,4.9433,1.6676,NPC/G0_G1
3.6099,4.2795,0.16678,0.58302,0.11021,2.8161,2.9753,4.8231,0.91432,NPC/G0_G1
3.6889,4.1495,0.14922,0.57676,0.34956,2.0428,3.1194,4.7141,1.1419,NPC/G0_G1
3.8602,5.1647,-0.21768,0.99835,0.65438,3.238,4.6889,5.6169,2.7024,NPC/G0_G1
3.5855,5.2664,0.11291,0.49649,-0.015464,2.2705,4.5135,4.9401,1.5811,NPC/G0_G1
3.8191,5.4333,0.15229,0.97704,-0.011368,3.4532,5.0439,5.4184,2.8647,NPC/G0_G1
3.7541,5.3286,-0.59362,1.0373,0.97659,3.4131,4.5622,5.474,1.9458,NPC/G0_G1
3.7935,3.9353,-0.027049,0.64002,0.67217,2.8561,3.19,5.2041,1.9235,NPC/G0_G1
3.3101,4.37,-0.065627,0.66471,0.28239,2.5048,3.4843,4.9599,1.6235,NPC/G0_G1
3.3238,4.5604,0.25535,0.6313,0.22521,2.0753,3.8008,5.1091,2.8463,NPC/G0_G1
3.797,4.4321,0.0055132,0.3268,0.098549,2.1177,2.5779,4.5379,1.0128,NPC/G0_G1
3.3982,4.13,0.040367,0.63768,0.3368,1.7641,3.0274,4.93,1.4364,NPC/G0_G1
3.6836,5.4709,0.061507,0.84631,0.06493,3.7326,4.5349,5.1673,0.97403,NPC/G0_G1
3.652,4.3857,-0.15244,0.4162,0.47754,3.5305,4.3813,5.0978,1.0642,NPC/G0_G1
3.5115,4.2744,-0.13374,0.55731,0.063029,1.8491,3.0254,4.7162,1.8255,NPC/G0_G1
3.6737,4.0924,-0.10841,0.5781,0.31362,1.8632,3.1199,4.9838,1.7558,NPC/G0_G1
3.2669,4.6296,0.16587,0.70473,0.23358,2.4514,3.8522,4.7709,1.4191,NPC/G0_G1
3.6525,4.4054,0.22671,0.39131,0.13593,2.4899,2.8551,4.5841,1.1062,NPC/G0_G1
3.8883,4.7171,0.021773,0.57424,0.15247,3.3656,3.9017,4.9605,0.90492,NPC/G0_G1
3.5225,3.6133,0.42306,0.19283,0.2586,3.3647,3.4859,4.4343,1.1467,NPC/G0_G1
3.4399,4.5027,0.0012459,0.48786,0.32816,1.7031,3.1034,4.8243,1.6827,NPC/G0_G1
2.9153,4.473,0.0013107,0.55006,0.46154,2.2283,2.9159,4.7892,1.6942,NPC/G0_G1
3.3875,3.6864,-0.014368,0.29547,0.33194,2.1183,2.437,4.7665,0.86735,NPC/G0_G1
3.5087,4.5074,0.12121,0.46474,0.16622,1.9235,3.8531,4.8826,1.9917,NPC/G0_G1
3.7341,5.3487,-0.2475,0.84177,0.8183,3.3407,4.922,5.4964,2.3122,NPC/G0_G1
3.7109,5.5796,0.20464,0.76934,0.48108,2.3886,5.0416,5.534,2.7736,NPC/G0_G1
3.3941,4.2001,4.959,0.31426,0.39001,2.1753,2.8038,4.9421,1.7678,NPC/G0_G1
3.4067,4.481,-0.20336,0.58861,0.4875,3.1177,3.9809,5.0655,1.8378,NPC/G0_G1
3.3144,4.4735,-0.10452,0.55121,0.1838,2.5748,4.319,5.0455,2.5889,NPC/G0_G1
3.5265,5.0285,0.026338,0.69473,0.31602,2.749,4.0898,5.1952,1.9789,NPC/G0_G1
3.5725,4.1801,-0.22541,0.40346,0.3761,3.3099,3.2441,4.8416,1.1333,NPC/G0_G1
3.403,3.9905,-0.094897,0.51684,0.19897,2.5601,2.9731,4.724,0.43659,NPC/G0_G1
3.8266,4.3889,-0.20865,0.63431,0.47992,2.3699,3.386,5.2352,2.0079,NPC/G0_G1
3.5861,5.016,-0.090474,0.84608,0.44677,2.6531,3.7332,5.0425,1.966,NPC/G0_G1
3.7013,4.1516,-0.10572,0.34487,0.36931,2.5737,2.7263,4.6718,1.3569,NPC/G0_G1
3.3565,4.0006,-0.10101,0.55366,0.10345,2.6163,2.786,4.9868,1.5692,NPC/G0_G1
3.5278,4.4813,0.032755,0.61141,0.3454,2.4908,3.5837,4.9716,1.7709,NPC/G0_G1
3.5767,4.3945,-0.22626,0.29104,0.2963,2.1397,2.6991,4.6679,0.95687,NPC/G0_G1
3.6678,4.4973,-0.41614,0.63506,0.34493,2.6676,3.7879,5.1134,2.0761,NPC/G0_G1
3.7911,4.4572,0.052675,0.71042,0.12118,1.7095,3.4801,5.1459,1.7531,NPC/G0_G1
3.2581,4.1364,-0.19042,0.42145,0.25017,2.3286,2.6568,4.7201,1.5902,NPC/G0_G1
3.3547,4.5556,-0.044669,0.63055,0.25323,2.3761,3.8802,4.7806,1.6901,NPC/G0_G1
3.7249,4.6166,-0.043329,0.40638,0.058649,2.3035,3.056,4.6244,0.86684,NPC/G0_G1
3.1874,4.5532,0.10529,0.80982,0.47002,2.4486,4.1522,5.1663,2.6711,NPC/G0_G1
3.3019,4.319,0.18052,0.63072,0.19032,2.1534,2.8447,4.7988,1.3785,NPC/G0_G1
3.3791,4.1454,0.061587,0.4609,0.21235,1.789,2.7346,4.6745,0.53248,NPC/G0_G1
3.2042,4.2991,-0.13048,0.55627,0.18357,2.1691,2.8659,4.6794,1.6382,NPC/G0_G1
3.3726,4.063,0.15834,0.39694,0.12659,1.8642,2.4577,4.3975,1.1239,NPC/G0_G1
3.6067,4.3418,0.12111,0.56859,0.40936,2.632,3.0984,4.9104,1.7415,NPC/G0_G1
3.6014,4.5262,-0.013373,0.66243,0.050278,2.3743,3.318,4.7547,1.7994,NPC/G0_G1
3.6869,4.6863,-0.25351,0.74362,0.20059,2.2372,4.0031,4.9978,1.8924,NPC/G0_G1
3.1907,4.1401,-0.036442,0.49019,0.39478,2.2849,3.1928,4.7545,1.1024,NPC/G0_G1
3.4886,4.3055,-0.21592,0.50314,0.05204,1.7149,3.0071,4.7034,0.76283,NPC/G0_G1
3.4427,4.6538,0.56435,0.54113,-0.031011,3.2144,4.4573,5.0977,2.8107,NPC/G0_G1
3.6701,4.3043,-0.32093,0.74622,0.79876,3.4343,4.4237,5.2537,1.6446,NPC/G0_G1
3.3886,4.5183,0.41183,0.55576,0.18422,1.9675,3.754,4.9476,2.8817,NPC/G0_G1
3.7317,4.4095,0.13195,0.60016,-0.031844,2.9857,4.4602,5.0046,0.93061,NPC/G0_G1
3.5387,5.0926,-0.4699,0.67647,0.42489,1.8493,4.6079,5.4231,2.5329,NPC/G0_G1
3.8667,5.3965,1.4293,1.1025,0.024787,3.1136,4.6841,5.2286,2.2027,NPC/G0_G1
3.631,4.1995,0.081325,0.44215,0.15562,2.4468,3.0973,4.8665,1.72,NPC/G0_G1
3.4066,4.2161,-0.20679,0.67586,0.41364,2.622,3.543,4.8835,1.8611,NPC/G0_G1
3.5214,4.5453,2.6108,0.51673,-0.069181,3.4122,4.348,5.1391,2.2975,NPC/G0_G1
3.409,4.4434,0.12939,0.74404,0.00084397,2.7822,3.7167,4.7467,1.1957,NPC/G0_G1
3.6033,4.0974,0.14501,0.27694,0.20284,2.3671,3.0246,4.945,1.4556,NPC/G0_G1
3.0836,4.3024,-0.30757,0.27316,0.44201,2.695,3.3701,4.5904,0.52039,NPC/G0_G1
3.57,4.8313,-0.45228,0.46342,0.63745,2.8554,4.2157,4.9932,0.74106,NPC/G0_G1
3.0842,4.3966,0.14838,0.44761,0.31032,2.5685,4.3948,5.1005,2.4113,NPC/G0_G1
3.3583,4.137,-0.14037,0.71902,0.44235,1.821,2.543,4.9561,1.142,NPC/G0_G1
3.3971,4.8782,0.10282,0.35345,-0.02345,2.7117,3.7733,4.4893,0.51907,NPC/G0_G1
3.5679,5.3079,0.17925,0.80197,0.19875,2.5736,4.3968,5.0586,1.0134,NPC/G0_G1
3.5444,4.1983,-0.032072,0.46942,0.17074,2.4515,2.6714,4.7154,1.237,NPC/G0_G1
3.4546,4.5331,0.27405,0.65112,0.16486,2.2032,3.1896,4.8796,0.72115,NPC/G0_G1
3.6568,4.1698,-0.15619,0.52517,0.27959,2.7767,2.8741,4.7261,1.2582,NPC/G0_G1
2.8523,4.4038,0.0040887,0.36752,0.0068865,2.2043,3.2981,4.3738,0.51541,NPC/G0_G1
3.4217,4.4408,-0.4388,0.54743,0.70189,3.4916,3.7611,5.0404,2.1581,NPC/G0_G1
3.8438,5.4341,-0.21257,0.83953,0.54967,2.7481,3.6719,5.041,1.9577,NPC/G0_G1
3.7279,4.1048,-0.20772,0.51961,0.34116,2.4683,2.8865,4.9827,1.6302,NPC/G0_G1
3.3983,3.9869,-0.02603,0.59689,-0.029384,2.5789,2.5227,4.4983,0.29584,NPC/G0_G1
3.477,4.182,0.034244,0.34923,0.39708,2.5305,2.9401,4.797,1.6091,NPC/G0_G1
3.5409,4.1599,-0.2959,0.60694,0.41146,2.6427,3.6433,5.0127,1.7925,NPC/G0_G1
3.424,4.9077,-0.15371,0.47687,0.49028,3.3002,4.1563,5.0855,2.4137,NPC/G0_G1
3.5038,4.3081,0.13986,0.62268,0.064342,1.9019,3.7919,4.9318,1.5652,NPC/G0_G1
3.1886,4.224,-0.10032,0.53291,0.49338,3.3863,3.8411,4.9896,1.9401,NPC/G0_G1
3.612,4.2234,0.28452,0.64721,0.11764,2.7082,3.1852,4.8678,0.42362,NPC/G0_G1
3.7452,4.574,0.43475,0.42834,0.0075438,3.2257,3.726,5.0248,2.2695,NPC/G0_G1
3.5259,5.21,-0.2607,0.72283,0.53168,2.9433,3.649,5.1344,1.9868,NPC/G0_G1
3.4321,4.2991,-0.80227,0.74621,0.76172,2.2523,4.3192,5.4228,1.4628,NPC/G0_G1
3.5951,4.4218,-0.066278,0.52326,0.5419,2.6275,3.3668,4.9214,1.7225,NPC/G0_G1
3.381,4.1768,-0.016355,0.55407,0.22541,2.6186,3.0582,4.917,1.4847,NPC/G0_G1
3.7708,5.2741,0.61643,0.94174,0.79685,3.3554,4.2489,5.1607,1.7312,NPC/G0_G1
3.8596,4.9553,1.3621,0.68837,0.85611,1.773,4.2672,5.0312,2.1356,NPC/G0_G1
3.3415,4.4745,-0.062891,0.34049,0.17957,2.4119,2.9697,4.6175,0.79509,NPC/G0_G1
3.3091,4.0309,-0.063811,0.47921,0.42024,2.6195,2.8664,4.8502,1.506,NPC/G0_G1
3.5315,4.668,0.090773,0.5548,0.054969,2.4155,4.0071,5.0292,1.9966,NPC/G0_G1
3.3816,4.101,0.0033804,0.51909,0.44999,2.9734,3.2837,4.9741,2.2577,NPC/G0_G1
3.2886,4.2784,0.18705,0.56485,0.37289,2.3796,2.9484,4.7181,1.5761,NPC/G0_G1
3.3085,4.3645,0.1864,0.52406,0.14287,2.1886,2.5352,4.5135,0.9458,NPC/G0_G1
3.4427,4.3351,-0.287,0.63777,0.4387,3.0592,3.3724,4.9791,1.8735,NPC/G0_G1
3.5036,4.2722,0.019347,0.50035,0.099133,3.051,4.1481,5.0879,1.8373,NPC/G0_G1
3.5826,4.2207,0.014196,0.36012,0.20048,1.8079,2.936,4.8846,2.2103,NPC/G0_G1
3.7615,4.2606,-0.14243,0.45923,0.13757,2.3602,3.215,4.8267,1.0753,NPC/G0_G1
3.336,4.2263,0.71716,0.51439,0.51678,2.1929,2.8441,4.6041,1.3461,NPC/G0_G1
3.7025,3.978,-0.031281,0.40854,0.082964,2.0252,2.6064,4.7996,1.3622,NPC/G0_G1
3.5055,4.228,0.06451,0.47497,0.26651,2.8586,2.9403,4.699,1.3929,NPC/G0_G1
3.8202,5.0601,-0.28006,1.2666,0.93158,2.9375,4.2421,5.3138,2.0583,NPC/G0_G1
3.5636,4.243,-0.014567,0.46739,0.029245,2.416,2.5392,4.7305,0.034218,NPC/G0_G1
3.589,4.582,0.16841,0.35966,-0.033541,2.8288,3.5853,4.7786,1.2272,NPC/G0_G1
3.7056,4.6327,-0.15111,0.58327,0.27625,2.7027,3.654,4.9445,1.7798,NPC/G0_G1
3.7889,5.686,-0.067464,0.72922,-0.0054278,1.7062,4.8422,5.218,2.2608,NPC/G0_G1
3.7278,4.7244,4.1941,0.54176,0.11431,2.7004,3.3305,4.8439,1.814,NPC/G0_G1
3.2407,3.9764,-0.13058,0.50071,0.19551,1.8985,2.9589,4.8371,1.624,NPC/G0_G1
3.4206,3.6515,0.3254,0.47074,-0.033577,2.4466,2.4743,4.4917,0.66396,NPC/G0_G1
3.5678,4.3055,0.089917,0.4732,0.085353,1.9955,2.792,4.7703,1.2025,NPC/G0_G1
3.3176,4.2175,-0.27786,0.58283,-0.04314,2.3922,2.891,4.5654,0.21182,NPC/G0_G1
3.5559,4.0747,-0.10733,0.37369,0.41796,2.1534,2.9271,4.7167,2.1132,NPC/G0_G1
3.4121,4.4906,-0.089966,0.41879,0.16677,2.8124,4.2641,5.0553,2.397,NPC/G0_G1
3.5687,4.3687,0.092657,0.68794,-0.049886,3.2649,3.8091,5.1043,2.0663,NPC/G0_G1
3.3021,4.2903,0.30667,0.64063,0.0019982,2.5462,3.822,4.8437,1.5439,NPC/G0_G1
3.6749,4.3644,-0.03421,0.37353,0.061483,2.1562,2.7675,4.631,1.0082,NPC/G0_G1
3.5775,4.6104,-0.28636,0.22668,0.090299,2.8198,4.0244,4.4544,0.90262,NPC/G0_G1
3.8169,5.3762,0.20915,0.98468,0.3492,2.728,3.9527,5.1436,1.633,NPC/G0_G1
3.814,4.5711,0.14528,0.66734,-0.16032,2.8969,3.3547,4.6667,1.0949,NPC/G0_G1
3.516,4.5737,0.16307,0.3177,0.22418,2.7716,2.8313,4.4399,0.88835,NPC/G0_G1
3.3682,4.6951,-0.18124,0.71809,0.2522,2.3602,3.8175,5.0016,1.2954,NPC/G0_G1
3.5545,4.6628,-0.17338,0.35942,0.28003,2.869,3.9432,5.0921,2.1567,NPC/G0_G1
3.6924,4.3332,0.16054,0.44979,0.16251,1.9381,2.8602,4.7919,1.3445,NPC/G0_G1
3.7961,5.4389,-0.34304,0.84236,0.2732,2.8224,3.8215,5.0551,1.5711,NPC/G0_G1
3.395,3.8331,-0.41713,0.39434,0.35056,2.377,2.683,4.9175,1.34,NPC/G0_G1
3.3694,4.4643,0.027683,0.64634,0.074626,2.5421,3.9847,4.9357,1.5691,NPC/G0_G1
3.7577,5.4307,-0.35537,0.94082,0.68571,2.6119,4.0013,5.2526,2.118,NPC/G0_G1
3.855,5.1318,0.78616,0.43403,0.26888,3.33,4.8965,5.0333,1.695,NPC/G0_G1
3.1888,4.4148,0.21265,0.34645,0.14154,2.413,3.3998,4.5625,0.71368,NPC/G0_G1
3.6206,4.2409,-0.24845,0.27553,0.32519,2.6987,2.7887,4.8111,1.4617,NPC/G0_G1
3.4334,4.189,0.05558,0.43603,-0.0061258,2.1903,2.5699,4.6168,0.99571,NPC/G0_G1
3.8947,5.04,-0.080491,0.92057,0.75233,3.2559,4.0924,5.4746,2.1076,NPC/G0_G1
3.606,4.637,-0.20348,0.5617,0.12758,3.0067,4.1159,5.2973,2.7176,NPC/G0_G1
3.3298,4.5939,-0.16519,0.52578,0.36553,2.2807,3.7572,4.7389,1.392,NPC/G0_G1
3.5414,4.5897,0.21755,0.60856,-0.24757,3.2735,4.4128,5.0764,2.0666,NPC/G0_G1
3.6452,4.5928,0.22652,0.51794,-0.051658,2.4048,3.369,4.6749,1.1935,NPC/G0_G1
3.7059,4.8352,-0.074884,0.74021,0.76876,2.7516,3.2873,5.2715,1.4748,NPC/G0_G1
3.7372,4.1334,-0.052093,0.50354,0.15225,2.7037,3.1533,4.8144,1.5364,NPC/G0_G1
2.9373,4.2749,-0.0097168,0.48297,0.17079,2.9029,2.7582,4.6593,1.3331,NPC/G0_G1
3.5639,4.3542,0.018124,0.66108,0.26227,2.6504,3.4342,4.9005,1.9762,NPC/G0_G1
3.5015,4.1716,0.20983,0.61752,0.15915,2.362,3.583,4.8066,1.9471,NPC/G0_G1
3.8646,4.7127,-0.88498,0.86999,0.97372,3.3445,3.8404,5.4058,2.1542,NPC/G0_G1
3.5997,4.1961,0.16649,0.54652,-0.022559,2.2276,3.0993,4.8379,0.59007,NPC/G0_G1
3.8142,4.9947,0.17815,1.0215,0.86001,1.7429,4.0236,5.5497,2.0064,NPC/G0_G1
3.6058,4.3503,0.069777,0.43132,-0.051584,1.777,2.9086,4.7165,1.5558,NPC/G0_G1
3.6377,4.5594,-0.20956,0.51092,0.3911,2.2239,3.6315,5.0091,2.1049,NPC/G0_G1
3.2405,4.7586,-0.32028,0.54983,0.23433,2.2691,4.2755,5.0571,2.3951,NPC/G0_G1
3.3444,4.7047,0.018544,0.91977,0.33895,3.1427,4.0129,4.9528,1.7771,NPC/G0_G1
