event,H3K9ac,LD,Total H3,gate,treatment
7604,0.081193,1.9087,2.3003,H3 Total,SAHA 05 um
7605,1.6128,0.57694,1.6632,H3 Total,SAHA 05 um
7607,1.6095,0.34294,1.0988,H3 Total,SAHA 05 um
7609,2.4436,0.51585,1.3084,H3 Total,SAHA 05 um
7610,1.2795,0.35424,2.1075,H3 Total,SAHA 05 um
7611,1.8391,0.29065,0.69761,H3Kac,SAHA 05 um
7612,0.78721,1.5689,0.14423,H3Kac,SAHA 05 um
7613,0.56965,0.37636,1.0244,H3 Total,SAHA 05 um
7616,2.372,0.61815,2.5229,H3 Total,SAHA 05 um
7617,2.7737,0.40273,1.416,H3 Total,SAHA 05 um
7618,1.511,0.36667,2.8843,H3 Total,SAHA 05 um
7620,1.9716,0.31373,1.0536,H3 Total,SAHA 05 um
7624,1.7483,0.30392,0.75571,H3Kac,SAHA 05 um
7625,2.2633,0.59389,1.2297,H3 Total,SAHA 05 um
7627,2.2024,0.57279,0.77053,H3Kac,SAHA 05 um
7629,1.3365,0.54242,0.75401,H3Kac,SAHA 05 um
7632,1.6036,0.6366,0.876,H3Kac,SAHA 05 um
7633,2.1066,0.38411,1.4591,H3 Total,SAHA 05 um
7634,0.55421,0.3287,2.6541,H3 Total,SAHA 05 um
7635,1.4622,0.55392,1.2628,H3 Total,SAHA 05 um
7639,0.61758,0.33668,1.6335,H3 Total,SAHA 05 um
7641,0.085413,1.6715,1.0359,H3 Total,SAHA 05 um
7644,3.1978,0.62141,1.8495,H3 Total,SAHA 05 um
7645,2.0477,1.4268,1.4851,H3 Total,SAHA 05 um
7647,2.244,1.5813,0.58548,H3Kac,SAHA 05 um
7648,0.63205,0.80741,0.4528,H3Kac,SAHA 05 um
7649,0.76897,1.5055,1.2332,H3 Total,SAHA 05 um
7650,2.5231,0.45669,1.9967,H3 Total,SAHA 05 um
7651,3.3664,0.56261,1.015,H3 Total,SAHA 05 um
7655,2.2333,1.3833,1.9771,H3 Total,SAHA 05 um
7656,2.7058,0.77811,1.6332,H3 Total,SAHA 05 um
7658,2.2519,0.87511,2.9067,H3 Total,SAHA 05 um
7663,1.2835,0.29554,1.4793,H3 Total,SAHA 05 um
7664,0.92972,0.39941,1.7822,H3 Total,SAHA 05 um
7671,2.3237,0.96598,1.1309,H3 Total,SAHA 05 um
7675,1.2448,0.38468,1.7976,H3 Total,SAHA 05 um
7676,2.097,0.43875,1.4667,H3 Total,SAHA 05 um
7678,0.84951,0.34587,1.081,H3 Total,SAHA 05 um
7679,1.6689,0.39813,0.75598,H3Kac,SAHA 05 um
7680,1.0416,1.1609,0.36692,H3Kac,SAHA 05 um
7682,1.0166,0.92698,0.37879,H3Kac,SAHA 05 um
7683,0.72323,1.4793,0.98817,H3Kac,SAHA 05 um
7686,3.0455,0.32251,1.3188,H3 Total,SAHA 05 um
7688,1.0388,0.59591,1.1578,H3 Total,SAHA 05 um
7689,2.4947,0.34243,1.3264,H3 Total,SAHA 05 um
7691,1.951,1.09,0.84498,H3Kac,SAHA 05 um
7692,2.5719,0.38763,1.1369,H3 Total,SAHA 05 um
7695,3.6139,0.59501,1.2578,H3 Total,SAHA 05 um
7696,3.1395,0.40214,0.94792,H3Kac,SAHA 05 um
7699,2.3434,1.9154,0.93283,H3Kac,SAHA 05 um
7700,2.3436,0.71264,2.4178,H3 Total,SAHA 05 um
7702,2.708,0.89886,1.3878,H3 Total,SAHA 05 um
7705,2.3672,1.0721,0.89584,H3Kac,SAHA 05 um
7707,2.2152,0.3646,0.71998,H3Kac,SAHA 05 um
7708,1.8712,0.54416,1.4008,H3 Total,SAHA 05 um
7709,2.2989,1.5986,1.2137,H3 Total,SAHA 05 um
7710,1.2491,0.43805,0.17269,H3Kac,SAHA 05 um
7711,3.5046,0.82749,1.6575,H3 Total,SAHA 05 um
7712,2.0252,0.67791,0.89313,H3Kac,SAHA 05 um
7713,1.3078,1.4026,2.5858,H3 Total,SAHA 05 um
7716,2.997,1.0658,0.2263,H3Kac,SAHA 05 um
7718,1.5861,0.77454,2.7958,H3 Total,SAHA 05 um
7720,1.6044,0.64208,0.77921,H3Kac,SAHA 05 um
7722,1.131,1.0542,1.8609,H3 Total,SAHA 05 um
7723,0.07275,1.7642,2.3795,H3 Total,SAHA 05 um
7725,3.4902,0.92698,2.859,H3 Total,SAHA 05 um
7726,0.17215,1.779,2.1457,H3 Total,SAHA 05 um
7727,3.3188,0.63518,3.2063,H3 Total,SAHA 05 um
7729,0.3323,0.32391,1.1355,H3 Total,SAHA 05 um
7730,2.6982,0.44693,1.9017,H3 Total,SAHA 05 um
7734,2.3581,0.44276,1.5621,H3 Total,SAHA 05 um
7736,1.4661,0.62905,1.9681,H3 Total,SAHA 05 um
7737,2.734,1.2483,0.89373,H3Kac,SAHA 05 um
7739,2.7548,0.71808,1.4893,H3 Total,SAHA 05 um
7742,2.806,0.44852,1.099,H3 Total,SAHA 05 um
7744,2.436,1.7648,1.9612,H3 Total,SAHA 05 um
7745,1.8398,0.4339,1.0602,H3 Total,SAHA 05 um
7746,1.6487,1.5375,1.206,H3 Total,SAHA 05 um
7748,2.569,0.70476,0.87898,H3Kac,SAHA 05 um
7749,1.7183,0.35515,0.65466,H3Kac,SAHA 05 um
7750,2.3949,0.32198,0.79545,H3Kac,SAHA 05 um
7752,2.4173,1.7867,1.4093,H3 Total,SAHA 05 um
7753,2.2944,0.80432,1.8653,H3 Total,SAHA 05 um
7754,2.3992,0.33337,0.73668,H3Kac,SAHA 05 um
7759,0.19467,0.66875,2.6598,H3 Total,SAHA 05 um
7760,2.0513,0.65661,0.64463,H3Kac,SAHA 05 um
7764,2.6677,0.31733,0.75374,H3Kac,SAHA 05 um
7770,1.0047,0.31386,0.79722,H3Kac,SAHA 05 um
7771,2.6511,0.40917,0.65466,H3Kac,SAHA 05 um
7774,3.3367,1.4224,0.74429,H3Kac,SAHA 05 um
7776,2.6828,1.5299,0.54786,H3Kac,SAHA 05 um
7779,2.5199,0.60285,2.2374,H3 Total,SAHA 05 um
7780,3.9131,0.76319,3.3611,H3 Total,SAHA 05 um
7782,1.375,0.38659,0.9723,H3Kac,SAHA 05 um
7783,0.53452,0.55293,0.85595,H3Kac,SAHA 05 um
7785,2.5441,1.3065,0.80179,H3Kac,SAHA 05 um
7787,1.6303,0.40327,2.6783,H3 Total,SAHA 05 um
7789,0.24013,1.8578,2.6775,H3 Total,SAHA 05 um
7792,1.489,1.4434,1.6444,H3 Total,SAHA 05 um
7794,1.8728,0.282,0.78989,H3Kac,SAHA 05 um
7795,3.2003,0.54367,1.3697,H3 Total,SAHA 05 um
7796,1.7647,1.1806,0.18065,H3Kac,SAHA 05 um
7800,1.7056,1.6751,2.891,H3 Total,SAHA 05 um
7803,1.3966,0.38592,0.89674,H3Kac,SAHA 05 um
7805,1.4321,0.86064,2.0613,H3 Total,SAHA 05 um
7807,0.41239,0.41853,2.9428,H3 Total,SAHA 05 um
7808,2.7003,0.33883,1.5214,H3 Total,SAHA 05 um
7810,1.7443,0.55668,1.0376,H3 Total,SAHA 05 um
7811,1.7307,1.5956,0.68817,H3Kac,SAHA 05 um
7813,1.0155,0.51107,2.9357,H3 Total,SAHA 05 um
7815,1.7019,0.67957,1.6568,H3 Total,SAHA 05 um
7820,3.0989,0.43407,1.6873,H3 Total,SAHA 05 um
7821,2.239,0.25385,1.4253,H3 Total,SAHA 05 um
7823,3.1772,0.41212,1.7019,H3 Total,SAHA 05 um
7824,1.5067,1.6475,1.4298,H3 Total,SAHA 05 um
7825,1.7549,1.4571,0.17799,H3Kac,SAHA 05 um
7826,0.031764,1.3895,2.3796,H3 Total,SAHA 05 um
7829,1.6873,0.45867,1.0392,H3 Total,SAHA 05 um
7830,0.60189,1.052,1.0644,H3 Total,SAHA 05 um
7834,0.68601,0.20188,0.71886,H3Kac,SAHA 05 um
7835,1.0566,0.91901,1.7289,H3 Total,SAHA 05 um
7836,1.4036,0.2959,0.9234,H3Kac,SAHA 05 um
7839,2.3786,0.3646,1.1523,H3 Total,SAHA 05 um
7842,2.1186,1.0187,0.27388,H3Kac,SAHA 05 um
7843,2.17,1.526,0.99627,H3Kac,SAHA 05 um
7844,1.6911,0.41218,2.4794,H3 Total,SAHA 05 um
7846,2.8277,1.0181,1.0773,H3 Total,SAHA 05 um
7847,0.84272,1.3153,0.48272,H3Kac,SAHA 05 um
7849,3.1928,0.60627,0.7466,H3Kac,SAHA 05 um
7850,2.4308,0.91942,0.56025,H3Kac,SAHA 05 um
7851,0.73479,0.29061,0.68809,H3Kac,SAHA 05 um
7856,2.5303,1.5147,2.7516,H3 Total,SAHA 05 um
7857,1.3886,0.42762,1.8701,H3 Total,SAHA 05 um
7859,2.3616,0.39941,0.94119,H3Kac,SAHA 05 um
7861,2.0357,1.2544,1.346,H3 Total,SAHA 05 um
7862,0.082818,1.7703,1.9592,H3 Total,SAHA 05 um
7864,0.61874,1.1483,1.0897,H3 Total,SAHA 05 um
7865,1.1662,0.3299,0.56483,H3Kac,SAHA 05 um
7867,0.66613,1.2609,1.4863,H3 Total,SAHA 05 um
7869,2.5396,0.82777,2.5385,H3 Total,SAHA 05 um
7876,2.0324,0.68717,0.83006,H3Kac,SAHA 05 um
7878,1.8634,0.50442,1.1616,H3 Total,SAHA 05 um
7879,2.2632,0.32843,2.1478,H3 Total,SAHA 05 um
7881,1.1755,0.40375,2.6896,H3 Total,SAHA 05 um
7883,3.15,0.75886,1.4519,H3 Total,SAHA 05 um
7884,1.7074,0.34996,0.9233,H3Kac,SAHA 05 um
7886,0.78001,1.5786,1.6235,H3 Total,SAHA 05 um
7887,1.021,0.58385,1.2537,H3 Total,SAHA 05 um
7888,2.8157,1.9702,1.9484,H3 Total,SAHA 05 um
7889,0.77501,0.32409,1.9974,H3 Total,SAHA 05 um
7890,1.5416,0.54779,1.6107,H3 Total,SAHA 05 um
7891,1.9933,0.35048,1.7731,H3 Total,SAHA 05 um
7892,2.6146,1.5564,0.11201,H3Kac,SAHA 05 um
7893,1.6612,1.078,2.1638,H3 Total,SAHA 05 um
7894,2.7208,0.48392,2.264,H3 Total,SAHA 05 um
7895,1.4298,0.442,1.3133,H3 Total,SAHA 05 um
7898,0.91801,1.356,0.44393,H3Kac,SAHA 05 um
7899,2.0135,0.49508,1.1199,H3 Total,SAHA 05 um
7902,0.040085,1.7815,1.9097,H3 Total,SAHA 05 um
7903,2.6348,0.39306,1.5048,H3 Total,SAHA 05 um
7905,2.6507,0.53131,1.2445,H3 Total,SAHA 05 um
7908,2.2286,1.0713,1.2637,H3 Total,SAHA 05 um
7909,2.924,1.6616,0.094484,H3Kac,SAHA 05 um
7910,1.6412,0.56742,1.2311,H3 Total,SAHA 05 um
7912,1.541,0.36041,1.9155,H3 Total,SAHA 05 um
7914,2.7672,0.38499,1.1824,H3 Total,SAHA 05 um
7915,0.69247,1.5505,1.8954,H3 Total,SAHA 05 um
7917,1.4656,0.89023,1.4462,H3 Total,SAHA 05 um
7918,3.3286,0.53303,2.0469,H3 Total,SAHA 05 um
7920,0.029075,1.8498,2.3208,H3 Total,SAHA 05 um
7921,0.022659,1.6912,1.7421,H3 Total,SAHA 05 um
7923,2.6744,0.49818,1.4108,H3 Total,SAHA 05 um
7924,0.050816,1.9367,1.5112,H3 Total,SAHA 05 um
7928,1.9645,0.4016,0.78601,H3Kac,SAHA 05 um
7931,1.1167,1.0535,2.2537,H3 Total,SAHA 05 um
7932,0.89111,0.38042,2.3585,H3 Total,SAHA 05 um
7934,3.0421,1.3148,2.0473,H3 Total,SAHA 05 um
7935,1.6278,1.0031,0.6999,H3Kac,SAHA 05 um
7937,2.0955,0.51579,2.1146,H3 Total,SAHA 05 um
7938,2.0817,0.32701,1.0944,H3 Total,SAHA 05 um
7939,2.1573,0.51946,1.2694,H3 Total,SAHA 05 um
7943,2.4735,0.59008,0.66957,H3Kac,SAHA 05 um
7944,2.2393,1.2075,0.10734,H3Kac,SAHA 05 um
7946,1.7454,0.64367,1.7084,H3 Total,SAHA 05 um
7948,1.7869,1.0562,0.1585,H3Kac,SAHA 05 um
7949,1.2671,0.4464,0.61839,H3Kac,SAHA 05 um
7951,2.1431,1.9248,1.3647,H3 Total,SAHA 05 um
7952,0.59785,0.33368,0.87086,H3Kac,SAHA 05 um
7953,1.0561,1.8335,2.0749,H3 Total,SAHA 05 um
7954,2.8258,0.369,2.277,H3 Total,SAHA 05 um
7956,2.6712,0.55201,1.7862,H3 Total,SAHA 05 um
7957,0.60458,0.4503,0.82177,H3Kac,SAHA 05 um
7959,1.8487,0.65112,2.3517,H3 Total,SAHA 05 um
7960,1.1462,0.56046,1.7894,H3 Total,SAHA 05 um
7964,1.3698,0.59307,1.5729,H3 Total,SAHA 05 um
7965,1.8357,0.40586,0.90642,H3Kac,SAHA 05 um
7966,1.31,0.40208,0.99884,H3Kac,SAHA 05 um
7967,1.2288,0.8759,1.5087,H3 Total,SAHA 05 um
7969,0.96508,0.46079,2.7228,H3 Total,SAHA 05 um
7970,1.0914,0.31928,0.62257,H3Kac,SAHA 05 um
7973,0.9897,0.30932,1.8016,H3 Total,SAHA 05 um
7974,2.6056,1.5689,0.32847,H3Kac,SAHA 05 um
7975,0.61926,0.8092,2.1039,H3 Total,SAHA 05 um
7978,1.2463,0.64208,0.89013,H3Kac,SAHA 05 um
7979,0.050658,0.16252,1.0793,H3 Total,SAHA 05 um
7980,2.3872,0.36446,2.4254,H3 Total,SAHA 05 um
7981,0.7639,0.39054,1.5795,H3 Total,SAHA 05 um
7984,1.4408,1.4357,1.3377,H3 Total,SAHA 05 um
7985,0.045773,1.9794,2.61,H3 Total,SAHA 05 um
7988,1.1415,0.36618,0.92862,H3Kac,SAHA 05 um
7993,1.6128,0.43962,1.2598,H3 Total,SAHA 05 um
7994,0.88811,1.7501,0.89313,H3Kac,SAHA 05 um
7995,2.4166,1.3065,0.22583,H3Kac,SAHA 05 um
7997,1.9018,0.80217,3.1814,H3 Total,SAHA 05 um
8001,0.66938,1.1988,0.82405,H3Kac,SAHA 05 um
8002,1.1081,0.26823,0.69187,H3Kac,SAHA 05 um
8006,1.7756,0.66482,1.6033,H3 Total,SAHA 05 um
8007,3.9133,1.3528,1.2594,H3 Total,SAHA 05 um
8010,0.95766,1.4178,1.4763,H3 Total,SAHA 05 um
8014,0.90178,1.4768,0.29125,H3Kac,SAHA 05 um
8015,1.5097,0.42593,0.89283,H3Kac,SAHA 05 um
8017,0.021958,0.89916,1.1064,H3 Total,SAHA 05 um
8018,2.6423,0.49052,0.83976,H3Kac,SAHA 05 um
8019,2.0839,0.6081,1.3774,H3 Total,SAHA 05 um
8021,2.6413,1.6794,1.053,H3 Total,SAHA 05 um
8022,1.4018,0.4503,1.0657,H3 Total,SAHA 05 um
8023,2.6843,0.37299,0.60202,H3Kac,SAHA 05 um
8025,2.8335,0.33865,1.983,H3 Total,SAHA 05 um
8026,1.8778,1.5483,1.0268,H3 Total,SAHA 05 um
8027,1.3127,1.6626,1.7992,H3 Total,SAHA 05 um
8029,1.5855,0.25687,0.57148,H3Kac,SAHA 05 um
8031,0.11757,1.411,1.4999,H3 Total,SAHA 05 um
8033,2.509,1.0336,2.904,H3 Total,SAHA 05 um
8034,1.2027,0.61515,1.2265,H3 Total,SAHA 05 um
8035,0.94193,1.2602,0.72189,H3Kac,SAHA 05 um
8037,3.4008,0.47976,1.1479,H3 Total,SAHA 05 um
8038,1.3502,0.71264,1.7175,H3 Total,SAHA 05 um
8042,2.6033,0.31889,2.0497,H3 Total,SAHA 05 um
8043,0.9514,0.37469,0.84468,H3Kac,SAHA 05 um
8044,1.9947,1.956,2.4538,H3 Total,SAHA 05 um
8047,3.2356,0.49302,0.83918,H3Kac,SAHA 05 um
8048,1.9904,1.181,1.5276,H3 Total,SAHA 05 um
8052,1.3182,1.3852,0.72511,H3Kac,SAHA 05 um
8053,1.7943,0.88923,1.6869,H3 Total,SAHA 05 um
8054,1.4087,0.35181,1.2202,H3 Total,SAHA 05 um
8055,2.7638,0.54144,2.0662,H3 Total,SAHA 05 um
8058,0.032459,1.932,1.1688,H3 Total,SAHA 05 um
8060,1.4018,0.61545,1.2838,H3 Total,SAHA 05 um
8061,0.8076,1.2818,1.6599,H3 Total,SAHA 05 um
8063,0.16801,0.50482,1.664,H3 Total,SAHA 05 um
8064,1.8008,0.28265,0.61085,H3Kac,SAHA 05 um
8065,2.5458,1.1294,1.3265,H3 Total,SAHA 05 um
8068,3.0568,1.5693,2.1756,H3 Total,SAHA 05 um
8070,1.4371,0.31232,0.88634,H3Kac,SAHA 05 um
8071,2.8167,1.8105,0.45441,H3Kac,SAHA 05 um
8072,0.749,1.242,0.16632,H3Kac,SAHA 05 um
8073,1.9605,1.3855,1.484,H3 Total,SAHA 05 um
8075,0.079533,1.2669,1.304,H3 Total,SAHA 05 um
8076,1.1916,1.6498,1.09,H3 Total,SAHA 05 um
8077,0.73723,1.3506,1.2945,H3 Total,SAHA 05 um
8080,2.9825,0.42288,0.77026,H3Kac,SAHA 05 um
8083,2.5564,0.33654,2.0855,H3 Total,SAHA 05 um
8084,0.72712,0.42378,0.77811,H3Kac,SAHA 05 um
8085,2.8382,0.4023,1.7235,H3 Total,SAHA 05 um
8086,2.0208,0.35765,1.2335,H3 Total,SAHA 05 um
8088,3.1937,0.86104,2.9824,H3 Total,SAHA 05 um
8089,0.56799,1.1878,0.58149,H3Kac,SAHA 05 um
8092,1.5985,1.2381,1.0713,H3 Total,SAHA 05 um
8095,1.765,0.38856,0.47714,H3Kac,SAHA 05 um
8096,0.92907,1.0336,1.2903,H3 Total,SAHA 05 um
8097,3.4497,0.6084,2.3331,H3 Total,SAHA 05 um
8099,3.1478,0.42042,0.94326,H3Kac,SAHA 05 um
8103,0.64442,0.27123,0.85771,H3Kac,SAHA 05 um
8105,2.1052,0.35664,1.8667,H3 Total,SAHA 05 um
8110,2.4998,0.40096,2.2517,H3 Total,SAHA 05 um
8112,2.3078,0.33709,0.77026,H3Kac,SAHA 05 um
8113,2.0519,0.76735,0.87679,H3Kac,SAHA 05 um
8114,0.8205,0.35823,1.2022,H3 Total,SAHA 05 um
8115,2.0425,0.42463,1.2516,H3 Total,SAHA 05 um
8116,0.73953,1.7942,0.3255,H3Kac,SAHA 05 um
8119,3.0967,1.8117,1.4334,H3 Total,SAHA 05 um
8121,1.4445,0.21238,0.35823,H3Kac,SAHA 05 um
8122,1.8894,1.0337,1.6945,H3 Total,SAHA 05 um
8124,2.0456,0.47434,0.7434,H3Kac,SAHA 05 um
8125,0.89779,0.40085,2.6075,H3 Total,SAHA 05 um
8126,2.4517,1.1273,1.3771,H3 Total,SAHA 05 um
8127,1.5956,0.42745,1.0605,H3 Total,SAHA 05 um
8128,0.6458,0.43258,0.62071,H3Kac,SAHA 05 um
8130,2.0616,1.7838,1.4774,H3 Total,SAHA 05 um
8131,2.2482,1.3381,1.1232,H3 Total,SAHA 05 um
8133,1.9632,0.26403,0.70578,H3Kac,SAHA 05 um
8135,2.6423,0.78435,1.4364,H3 Total,SAHA 05 um
8137,1.381,1.2015,1.4854,H3 Total,SAHA 05 um
8139,1.9731,0.70604,0.63329,H3Kac,SAHA 05 um
8142,0.77056,0.37722,0.75778,H3Kac,SAHA 05 um
8143,1.2325,1.2134,0.72738,H3Kac,SAHA 05 um
8147,1.7006,0.34695,0.88066,H3Kac,SAHA 05 um
8148,1.6806,0.68541,1.71,H3 Total,SAHA 05 um
8150,0.93764,0.40651,1.2873,H3 Total,SAHA 05 um
8151,1.6668,0.88096,0.7689,H3Kac,SAHA 05 um
8153,1.6566,0.43189,1.6734,H3 Total,SAHA 05 um
8155,3.9132,0.5826,1.0098,H3Kac,SAHA 05 um
8156,1.3977,1.8275,0.22677,H3Kac,SAHA 05 um
8157,1.8587,0.30831,0.72852,H3Kac,SAHA 05 um
8160,1.6883,0.37449,0.9188,H3Kac,SAHA 05 um
8163,1.1263,0.4522,0.90399,H3Kac,SAHA 05 um
8166,0.80969,0.46395,0.8338,H3Kac,SAHA 05 um
8167,1.5121,0.4634,1.5199,H3 Total,SAHA 05 um
8168,1.7557,0.92432,0.78823,H3Kac,SAHA 05 um
8171,0.93105,0.51167,2.3577,H3 Total,SAHA 05 um
8172,2.2129,0.40521,0.99659,H3Kac,SAHA 05 um
8173,3.434,0.50889,1.0894,H3 Total,SAHA 05 um
8175,0.93798,1.7005,3.0362,H3 Total,SAHA 05 um
8176,1.9839,1.1562,0.11655,H3Kac,SAHA 05 um
8179,1.064,1.0226,1.7159,H3 Total,SAHA 05 um
8180,1.8079,0.83093,2.4791,H3 Total,SAHA 05 um
8181,2.0511,0.80967,0.88484,H3Kac,SAHA 05 um
8183,1.89,0.53077,0.93191,H3Kac,SAHA 05 um
8185,0.81894,0.41482,0.67468,H3Kac,SAHA 05 um
8186,0.57527,0.50266,1.6677,H3 Total,SAHA 05 um
8187,1.7661,0.79128,3.1681,H3 Total,SAHA 05 um
8188,2.7161,0.41858,1.8913,H3 Total,SAHA 05 um
8190,1.792,0.5466,1.1068,H3 Total,SAHA 05 um
8193,2.5107,0.84817,2.1075,H3 Total,SAHA 05 um
8195,1.7846,1.2272,0.37742,H3Kac,SAHA 05 um
8198,1.4593,0.97947,2.6286,H3 Total,SAHA 05 um
8199,1.4533,0.58474,1.0093,H3Kac,SAHA 05 um
8203,1.1697,1.2741,1.1438,H3 Total,SAHA 05 um
8205,1.6456,0.45167,2.2402,H3 Total,SAHA 05 um
8206,1.9037,0.46407,2.9638,H3 Total,SAHA 05 um
8208,2.4959,0.78316,0.83668,H3Kac,SAHA 05 um
8210,2.0856,0.39941,1.1216,H3 Total,SAHA 05 um
8211,1.8907,0.67196,0.9276,H3Kac,SAHA 05 um
8217,1.841,0.31437,0.97388,H3Kac,SAHA 05 um
8219,0.92501,1.054,0.31475,H3Kac,SAHA 05 um
8221,1.6203,0.39274,0.78196,H3Kac,SAHA 05 um
8223,0.0225,1.1778,1.0316,H3 Total,SAHA 05 um
8225,1.0162,0.70305,1.231,H3 Total,SAHA 05 um
8226,2.2504,0.36021,0.77244,H3Kac,SAHA 05 um
8228,1.7296,0.49533,1.2474,H3 Total,SAHA 05 um
8232,1.9735,0.48734,2.1503,H3 Total,SAHA 05 um
8233,2.1571,0.55399,1.4674,H3 Total,SAHA 05 um
8234,1.6094,0.43649,1.8971,H3 Total,SAHA 05 um
8237,2.4626,0.36618,0.84827,H3Kac,SAHA 05 um
8238,0.98475,0.52607,1.747,H3 Total,SAHA 05 um
8240,1.4777,0.2972,0.15459,H3Kac,SAHA 05 um
8242,1.0606,0.47192,1.2679,H3 Total,SAHA 05 um
8243,0.63369,1.9154,0.20709,H3Kac,SAHA 05 um
8255,3.177,0.58792,1.1199,H3 Total,SAHA 05 um
8258,2.6109,0.88066,2.1728,H3 Total,SAHA 05 um
8259,2.9478,0.74376,0.89916,H3Kac,SAHA 05 um
8260,1.2829,0.86545,1.0106,H3Kac,SAHA 05 um
8261,1.0798,0.54165,1.1627,H3 Total,SAHA 05 um
8263,1.7879,0.41179,1.8903,H3 Total,SAHA 05 um
8264,0.89351,0.33179,1.6955,H3 Total,SAHA 05 um
8265,0.034172,1.899,2.5382,H3 Total,SAHA 05 um
8266,1.5833,0.52384,2.9919,H3 Total,SAHA 05 um
8268,1.5827,1.0316,0.86889,H3Kac,SAHA 05 um
8272,2.0508,0.47217,1.3254,H3 Total,SAHA 05 um
8275,0.99268,0.43029,0.95688,H3Kac,SAHA 05 um
8276,1.8204,0.22419,1.3269,H3 Total,SAHA 05 um
8280,3.2398,0.30422,0.8108,H3Kac,SAHA 05 um
8281,2.4185,0.46012,1.137,H3 Total,SAHA 05 um
8282,0.66336,0.52845,1.2663,H3 Total,SAHA 05 um
8284,0.91252,1.0256,1.1582,H3 Total,SAHA 05 um
8286,1.5142,0.49187,2.017,H3 Total,SAHA 05 um
8287,2.033,0.49844,1.0298,H3 Total,SAHA 05 um
8288,1.3722,1.2392,0.15109,H3Kac,SAHA 05 um
8292,1.6158,0.34494,0.98817,H3Kac,SAHA 05 um
8293,1.4147,0.35895,1.7762,H3 Total,SAHA 05 um
8295,2.2312,0.32554,1.4391,H3 Total,SAHA 05 um
8296,3.0299,0.48918,0.79825,H3Kac,SAHA 05 um
8298,0.027569,1.5848,2.5831,H3 Total,SAHA 05 um
8299,1.1793,1.9018,1.2976,H3 Total,SAHA 05 um
8301,3.5971,1.1554,0.30818,H3Kac,SAHA 05 um
8305,1.4565,0.93922,0.70092,H3Kac,SAHA 05 um
8306,0.98481,0.3756,2.335,H3 Total,SAHA 05 um
8307,1.1796,1.6957,2.1856,H3 Total,SAHA 05 um
8310,1.8765,0.39264,0.83755,H3Kac,SAHA 05 um
8311,1.3494,0.41135,0.65136,H3Kac,SAHA 05 um
8312,0.65182,0.49167,2.464,H3 Total,SAHA 05 um
8313,2.271,0.75017,2.7793,H3 Total,SAHA 05 um
8319,3.9128,1.4257,1.033,H3 Total,SAHA 05 um
8320,0.56399,0.41086,2.8561,H3 Total,SAHA 05 um
8321,1.7876,0.68759,0.568,H3Kac,SAHA 05 um
8322,2.523,0.61978,1.5912,H3 Total,SAHA 05 um
8324,1.1916,1.6044,0.88106,H3Kac,SAHA 05 um
8325,3.3479,1.8235,1.8279,H3 Total,SAHA 05 um
8326,2.7745,1.2113,0.96221,H3Kac,SAHA 05 um
8327,2.1276,0.54437,2.8053,H3 Total,SAHA 05 um
8330,2.1584,0.26327,0.7192,H3Kac,SAHA 05 um
8331,2.7392,0.62467,1.1727,H3 Total,SAHA 05 um
8333,2.0789,1.0727,0.5305,H3Kac,SAHA 05 um
8335,2.5035,0.5487,3.2047,H3 Total,SAHA 05 um
8340,1.6796,1.1413,1.4512,H3 Total,SAHA 05 um
8341,1.3253,0.37374,0.63423,H3Kac,SAHA 05 um
8343,0.62526,0.57039,0.64558,H3Kac,SAHA 05 um
8346,2.4584,1.4869,1.929,H3 Total,SAHA 05 um
8351,2.3303,0.50201,1.1423,H3 Total,SAHA 05 um
8353,1.3967,0.34396,1.6994,H3 Total,SAHA 05 um
8355,1.7722,1.7509,1.5526,H3 Total,SAHA 05 um
8357,2.3601,1.841,2.446,H3 Total,SAHA 05 um
8358,1.7926,0.50084,2.9259,H3 Total,SAHA 05 um
8360,2.0594,0.34494,1.0545,H3 Total,SAHA 05 um
8364,2.8403,0.37064,1.0648,H3 Total,SAHA 05 um
8365,1.6446,2.0506,0.19143,H3Kac,SAHA 05 um
8367,0.57934,0.64903,0.97124,H3Kac,SAHA 05 um
8369,2.0037,0.94896,1.07,H3 Total,SAHA 05 um
8370,2.3565,0.62693,1.2008,H3 Total,SAHA 05 um
8371,2.2854,0.85021,1.5986,H3 Total,SAHA 05 um
8375,1.6426,1.5091,0.13556,H3Kac,SAHA 05 um
8377,2.1224,0.79017,1.3745,H3 Total,SAHA 05 um
8379,2.3424,1.1014,1.5333,H3 Total,SAHA 05 um
8380,2.2865,0.19929,0.13222,H3Kac,SAHA 05 um
8382,1.9311,0.30906,0.8212,H3Kac,SAHA 05 um
8384,2.2878,0.67246,1.5017,H3 Total,SAHA 05 um
8387,2.0547,0.50475,0.79909,H3Kac,SAHA 05 um
8388,1.883,0.31033,0.97852,H3Kac,SAHA 05 um
8389,2.1834,0.34173,1.5408,H3 Total,SAHA 05 um
8390,2.62,1.4919,2.0876,H3 Total,SAHA 05 um
8391,1.8068,0.5116,1.0897,H3 Total,SAHA 05 um
8392,0.86507,0.51067,1.3412,H3 Total,SAHA 05 um
8394,1.6111,0.40851,0.90996,H3Kac,SAHA 05 um
8395,2.0828,1.0077,0.22611,H3Kac,SAHA 05 um
8398,2.2907,0.50554,0.85927,H3Kac,SAHA 05 um
8399,2.9783,0.3692,0.7699,H3Kac,SAHA 05 um
