event,mfi,gate,OmiqFileIndex,genotype,feature
6514,0.43516,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6524,0.53798,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6532,0.67982,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6533,0.7259,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6541,1.0464,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6549,0.33984,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6559,0.52995,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6563,0.73123,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6591,0.75088,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6599,0.47983,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6609,0.41914,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6616,0.7594,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6655,0.62639,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6662,0.93355,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6673,1.1423,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6686,0.5854,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6697,0.48607,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6705,0.51379,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6720,0.87491,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6733,1.0609,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6744,1.0235,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6746,0.73246,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6751,0.86349,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6753,1.007,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6761,0.47664,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6791,0.45,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6794,0.49895,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6800,0.47745,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6806,0.55612,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6836,0.69677,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6838,0.52209,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6848,0.55456,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6855,0.62234,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6880,0.79881,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6885,0.46291,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6902,0.62273,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6914,0.49662,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6922,0.59441,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6930,0.42921,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6933,0.4239,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6943,0.68182,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6952,0.4597,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6972,0.96735,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6973,0.54221,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6992,0.67452,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
6994,0.62858,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7007,0.79993,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7013,0.92934,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7014,0.90389,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7023,0.60338,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7028,0.49844,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7031,0.80123,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7047,0.49135,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7054,0.59606,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7057,0.48259,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7070,1.0805,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7093,0.44658,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7099,0.88634,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7113,0.5196,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7132,0.4762,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7134,0.55265,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7136,1.0452,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7149,0.44212,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7159,0.43332,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7162,0.69889,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7163,0.49928,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7172,0.42876,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7184,0.68374,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7191,0.42345,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7193,1.0014,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7207,0.57512,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7217,1.0698,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7219,0.4444,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7221,0.84701,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7232,0.79974,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7239,0.44487,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7243,0.87997,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7261,0.64033,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7275,0.65096,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7276,0.47038,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7286,0.43189,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7290,0.44534,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7308,0.36036,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7310,0.40219,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7318,0.53357,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7328,0.5112,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7341,1.0774,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7343,1.0291,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7355,0.61138,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7356,0.71894,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7372,0.59329,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7378,0.59569,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7379,1.0081,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7417,0.56089,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7427,0.3883,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7449,0.46847,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7450,0.70331,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7451,0.45465,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7470,0.67419,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7473,0.75697,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7474,0.7388,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7489,0.60741,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7496,0.56053,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7509,0.96598,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7523,0.68583,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7565,0.45699,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7566,0.66572,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7568,0.49257,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7572,0.79063,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7573,0.67758,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7575,0.84362,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7576,0.45119,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7582,0.55018,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7590,0.64455,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7591,0.68149,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7607,0.82244,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7610,0.61138,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7612,1.096,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7623,0.83591,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7644,0.5436,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7645,0.54618,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7646,0.4943,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7649,0.90773,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7651,1.062,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7652,0.53971,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7655,0.62296,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7661,0.5366,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7667,0.94005,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7675,0.52215,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7678,0.99051,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7686,0.46602,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7696,0.57184,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7699,0.70373,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7703,0.85498,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7709,0.79471,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7719,0.68357,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7720,0.42418,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7725,0.53056,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7730,0.98244,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7747,0.66802,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7749,0.65176,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7765,1.0318,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7796,0.88504,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7811,0.61669,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7825,0.43396,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7838,0.69364,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7841,0.55011,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7847,0.39564,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7864,0.84643,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7870,0.59187,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7878,0.7005,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7882,0.38799,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7886,0.50129,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7904,0.77774,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7917,0.56512,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7939,0.60688,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7971,0.64471,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7977,0.54702,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
7996,0.68884,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8034,0.84992,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8036,0.49753,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8051,0.38011,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8055,0.612,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8056,0.53577,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8057,0.51153,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8073,0.427,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8091,0.5634,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8094,0.52269,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8095,0.76672,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8099,0.72642,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8110,0.42638,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8124,0.61962,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8132,0.48448,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8133,0.84807,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8136,0.57914,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8137,0.43098,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8138,0.61684,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8155,0.4437,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8158,0.55569,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8172,0.39274,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8188,0.42126,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8194,0.67551,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8211,0.65944,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8227,0.7815,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8229,0.63171,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8248,0.74305,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8269,0.64887,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8289,0.86466,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8320,0.48398,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8326,0.63337,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8331,0.67825,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8342,0.73211,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8344,0.72773,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8354,0.56375,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8365,0.51859,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8367,0.59892,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8372,0.37104,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8374,0.59262,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8375,0.85712,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8397,1.3335,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8401,0.50935,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8406,0.92647,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8411,0.52506,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8451,0.43476,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8465,0.38919,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8470,0.64783,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8496,0.66728,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8506,1.0368,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8516,0.84798,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8517,0.89243,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8523,0.48886,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8540,0.65555,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8547,0.84594,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8552,0.55229,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8559,0.59832,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8568,0.84866,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8573,0.59127,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8584,0.38992,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8587,1.0617,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8598,0.39792,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8611,1.0228,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8627,0.81429,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8632,0.69668,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8657,0.63763,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8660,0.72407,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8675,0.52431,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8679,0.8505,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8691,0.50659,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8693,0.41542,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8698,0.76192,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8711,0.49321,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8718,1.0363,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8744,0.52404,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8751,0.58511,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8754,0.91494,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8758,0.45681,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8765,0.45729,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8797,0.57453,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8798,0.56793,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8807,0.41708,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8811,0.54758,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8826,0.78601,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8839,0.46872,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8844,0.584,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8898,0.56447,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8926,0.55903,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8940,0.51346,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8950,0.59937,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8953,0.70878,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8957,0.67733,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8969,0.50922,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8974,0.46718,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8981,0.5256,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8982,0.65353,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8988,0.51313,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8990,0.5309,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
8998,0.66026,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
9016,0.50836,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
9050,0.96767,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
9056,0.46988,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
9065,0.54814,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
9070,0.59396,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
9071,0.74287,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
9078,0.6267,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
9088,1.006,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
9094,0.41218,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
9095,1.2358,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
9100,0.7266,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
9101,0.61707,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
9108,1.1168,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
9125,1.129,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
9143,0.43367,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
9144,0.57767,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
9145,0.66352,H3,CPI_ipsc_WT DMSO H3+Me3_060.fcs,WTC11,H3K4me3
