event,mfi,gate,OmiqFileIndex,genotype,feature
37125,0.46236,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37175,0.51632,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37189,0.48335,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37195,0.4183,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37197,0.41415,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37214,0.4528,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37228,0.44864,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37235,0.41141,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37297,0.82044,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37317,0.80648,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37376,0.58622,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37394,0.63668,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37407,0.31173,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37435,0.40689,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37443,0.61161,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37451,0.4331,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37470,0.42255,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37497,0.5429,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37518,0.45976,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37529,0.52215,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37534,0.51087,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37564,0.76536,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37574,0.5026,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37596,0.5809,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37614,0.58061,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37616,0.53357,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37629,0.48842,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37651,0.39628,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37681,0.63116,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37726,0.59464,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37728,0.56498,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37763,0.5022,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37797,0.45185,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37819,0.93891,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37845,0.5344,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37883,0.5056,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37896,0.48708,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37945,0.44912,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37964,0.58614,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37969,0.62327,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37986,0.60285,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37993,0.69491,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
37999,0.67791,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38019,0.55018,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38030,0.56613,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38060,0.72904,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38108,1.0529,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38113,0.6579,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38117,0.44323,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38132,0.41736,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38146,0.64391,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38174,0.51973,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38189,0.55718,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38231,0.75958,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38308,0.612,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38333,0.50071,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38350,1.0144,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38362,0.45994,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38369,0.51772,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38386,0.46279,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38396,0.45958,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38433,0.51432,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38473,0.94067,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38483,0.48899,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38500,1.3121,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38514,0.79295,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38536,0.85644,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38556,0.53736,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38560,0.45699,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38577,0.45753,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38590,0.49967,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38610,0.59772,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38619,0.53694,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38681,0.56627,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38698,0.59322,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38709,1.5059,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38746,0.7205,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38755,0.62094,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38766,0.65944,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38782,0.5022,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38800,0.75491,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38813,0.61931,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38851,0.78031,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38859,0.45256,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38869,0.42053,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38883,0.3068,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38898,0.58437,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38910,0.42059,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38975,0.89153,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
38993,0.44066,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39005,0.39411,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39040,0.80892,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39050,0.71316,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39076,0.64247,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39086,0.44247,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39091,0.69702,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39101,0.48008,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39124,0.47384,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39154,0.63858,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39167,0.7622,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39188,0.50475,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39205,0.54318,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39211,0.4814,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39237,0.42677,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39274,0.50006,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39302,1.0732,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39337,0.58778,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39348,0.97303,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39386,0.7771,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39400,0.6636,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39405,0.74198,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39419,0.48588,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39433,0.68124,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39454,0.57249,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39469,0.62459,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39530,0.64112,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39586,0.48461,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39608,0.5275,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39616,0.92985,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39631,0.60331,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39655,0.44711,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39732,0.36011,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39741,0.39856,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39771,0.69474,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39835,0.96746,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39858,0.44923,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39890,0.50665,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39919,0.45095,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39927,0.5874,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39943,0.55159,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39948,0.39712,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39954,0.764,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39962,0.50429,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39976,0.467,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
39994,0.73299,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40011,0.5634,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40035,0.47983,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40052,0.78371,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40080,0.62475,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40100,0.80619,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40112,0.56519,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40157,0.41947,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40197,0.51692,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40207,0.64614,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40218,1.2433,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40236,0.44758,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40245,0.61369,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40273,0.72407,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40294,1.0652,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40309,0.46804,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40340,0.64646,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40377,0.48411,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40395,0.82691,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40409,0.50593,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40462,0.48816,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40481,0.51008,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40522,0.42813,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40547,0.46182,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40596,0.40857,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40615,0.81268,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40655,0.863,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40676,0.45639,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40678,0.46578,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40808,0.95562,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40836,0.90672,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40861,0.68775,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40874,0.9048,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40903,0.46109,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40915,0.52675,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40949,0.5611,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40962,0.57548,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
40993,0.39628,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41013,0.6636,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41071,0.82787,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41112,0.49039,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41135,0.48221,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41186,2.3102,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41194,0.55335,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41215,0.56519,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41278,0.37935,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41287,0.76165,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41294,0.63953,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41302,0.48607,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41314,0.52492,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41402,0.75491,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41414,0.54569,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41442,0.65847,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41476,1.2022,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41488,0.6123,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41499,0.38726,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41521,0.55371,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41567,0.68868,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41598,0.53688,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41614,0.43447,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41652,0.88275,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41658,0.75688,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41674,0.52263,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41700,0.59546,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41730,0.45149,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41732,0.47989,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41781,0.50129,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41789,0.52852,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41818,0.40634,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41840,0.42706,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41875,3.8016,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41925,0.49084,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
41984,0.53227,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42004,0.4965,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42060,0.89514,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42071,0.48089,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42085,0.42626,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42092,0.51372,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42106,0.48588,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42132,1.1083,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42137,0.75267,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42147,0.55434,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42153,0.42037,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42237,0.3687,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42250,0.49986,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42266,0.21711,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42279,0.4874,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42291,0.81023,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42328,0.63842,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42355,0.41377,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42371,0.49643,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42393,0.6285,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42450,0.39516,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42455,0.73845,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42501,0.5857,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42537,0.47396,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42554,0.60081,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42614,1.0375,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42631,0.46152,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42649,0.43764,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42665,0.59787,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42672,0.63156,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42687,0.52458,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42709,0.41864,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42719,0.69728,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42752,0.46547,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42770,0.37742,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42775,0.47851,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42799,1.0141,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42808,0.43834,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42817,0.83418,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42831,1.5502,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42841,0.54948,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42852,0.55605,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42879,0.46079,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42914,0.52981,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42921,0.69973,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42935,0.64519,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42946,0.66115,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
42960,0.56967,H3,CPI_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
